,1,2,3,4,5,6,7,8,9,10,11,12
bam,0.0111588625870808,0.0076709140827233,0.0067782004816763,0.0072600238659106,0.0069541016488301,0.0081149506945621,0.0068089877032662,0.0079469404314522,0.0079816912799515,0.0088221588381808,0.0076591581306881,0.0024693257824234
bbj,0.0109472042693141,0.0076952275553594,0.00668198121582,0.0067950747246641,0.0069332237120534,0.0080425247170978,0.0070356324860085,0.0073248192220489,0.0076213077171587,0.0072162587407547,0.0069325881077778,0.0021807400423009
ewe,0.0100034024355863,0.0074262578198158,0.0063143010893327,0.0066375684074273,0.0062224042013667,0.0072229230198672,0.0065154680147543,0.0067971652644018,0.0067655896524456,0.0061897265107594,0.0064511727540169,0.0019098958890329
fon,0.0116187057892602,0.0082088306992318,0.0068546936470283,0.007436351990691,0.0072524539353935,0.007741359043166,0.0075718331059988,0.0074740696378512,0.0071671221182896,0.0072623948434132,0.0067226034069184,0.0021812664173997
hau,0.0115065580246209,0.008897237832798,0.0076733635448817,0.0080741340848362,0.008068492199186,0.0086958853195255,0.0073940338002103,0.0078728963463845,0.0076262922502792,0.0082231729077951,0.0072116768645476,0.0022418808600832
ibo,0.0088218825632111,0.0063636713184678,0.0057958444996302,0.0060064995402626,0.0058212727276441,0.0066558166805634,0.0063558986261114,0.0061825267368931,0.0061866978420539,0.0067204412130195,0.0060294859213172,0.0018991305689723
kin,0.0081865042762956,0.0059056796710592,0.0051297374059231,0.0051383253648964,0.0050393194825346,0.0058148098738683,0.0055024141397552,0.0053661868232666,0.0058056568656184,0.0058477997860488,0.0055735397478808,0.0018023864062494
lug,0.009443280738651,0.0075606531067933,0.0070179358706354,0.0068241293288338,0.0063422948329616,0.0076747668537109,0.0062992848489784,0.0069224205325326,0.0073351961262915,0.006872635624101,0.0065568231320867,0.0021986204739429
luo,0.0091214240055705,0.0066371832593858,0.0057081725526018,0.0059609230266914,0.0056506672759724,0.0064315651592323,0.0060724492382178,0.0060885681145919,0.0060077933519551,0.006580426308119,0.0058517988939759,0.0018925604718257
mos,0.0115728179489451,0.0084052611161951,0.0069767564709763,0.0074388492797652,0.0066857004366056,0.0077679968479742,0.0070235101348998,0.0074085194996769,0.0068371841491057,0.0065835931635168,0.0062455026595671,0.0020483245518031
nya,0.0097449208060425,0.0070096994037385,0.0063045516748161,0.0064718203194615,0.0061892070558542,0.0074359063185056,0.0068302268839488,0.0069839169835859,0.0068071103947886,0.0072816020163675,0.0069254291900809,0.0023074889990463
pcm,0.0108261844185335,0.0080670702990346,0.0072907395530137,0.0074336095228773,0.0067431066281642,0.0080978696146303,0.0071021193502929,0.0072437878371829,0.0074204379270668,0.0070048442297168,0.0065745471483751,0.0021379114016705
sna,0.0095035519792645,0.0070072141627406,0.0058855571375033,0.0067999943556742,0.0060531392298344,0.0074760603645245,0.0067613859170023,0.0069284300248,0.0068450849464625,0.0073940163050186,0.0066349189978609,0.0021138824216677
swa,0.0100629998755721,0.0078612625454752,0.0066708732198321,0.0072696623557249,0.0069937690720962,0.0079146027139813,0.0072906884331587,0.0072014350961353,0.0070572513361639,0.0065551414877518,0.0061145240983933,0.0020813564716111
tsn,0.0088582607166927,0.0069239536284158,0.0058688424609272,0.0062866599491826,0.0063286046537314,0.0066546740148396,0.0063913785376144,0.006550505841119,0.0065219553345059,0.0070002042445291,0.0064948528439951,0.0021780223474555
twi,0.0087374616846318,0.0062845614961588,0.0055506715976889,0.0056469074183951,0.0055023662013127,0.0062031831649846,0.0056652897125104,0.0056713366803933,0.0054623650461849,0.0054080766543241,0.0052484067676535,0.0017279037812916
wol,0.0098976351855526,0.0069703589540495,0.0059527746930712,0.006591414155423,0.0066172664040209,0.0072089157640675,0.0063097949814618,0.0066855853715424,0.006330995739745,0.0072037272821792,0.0065584956974665,0.0023150609406457
xho,0.0101991081114647,0.0072280056081126,0.0064711558669614,0.0066944747799198,0.0061329515963279,0.0074129665415512,0.00644308993094,0.0067414570950177,0.0066087460545531,0.0074176212986761,0.007636267553759,0.0021782336191336
yor,0.0115358813469583,0.0081072275088445,0.0070779238063778,0.0071559359492994,0.0070602320842567,0.0080953900908298,0.0071355005233044,0.0074485305045755,0.0071301857968819,0.0074768168216602,0.006953654824277,0.0022818814020411
zul,0.0096572365255269,0.006771508374868,0.0059606433853787,0.0062357028310771,0.0058428101887102,0.0068018148052715,0.0062980072221989,0.0064094535258618,0.0062929395239734,0.0069747625128305,0.0070359124986983,0.0020079604710948
