,DATE,PER,LOC,ORG,Mean
kin,0.9999985098838806,0.9999921917915344,0.9999992847442627,0.9999980926513672,0.9999984618905303
zul,0.9999970197677612,0.9999918937683105,0.9999987483024597,0.9999961256980896,0.9999971575551219
lug,0.999998152256012,0.9999926686286926,0.9999968409538269,0.9999963641166687,0.999997003511949
xho,0.9999951124191284,0.9999908804893494,0.9999978542327881,0.9999978542327881,0.9999967828973547
nya,0.9999954104423523,0.9999931454658508,0.9999985098838806,0.9999945759773254,0.9999960869937748
sna,0.9999977350234985,0.9999946355819702,0.9999935626983643,0.9999961256980896,0.9999957773592565
mos,0.9999943971633911,0.9999878406524658,0.9999984502792358,0.9999951124191284,0.9999957750369977
ibo,0.9999957084655762,0.9999932050704956,0.9999978542327881,0.9999935030937195,0.99999562409017
tsn,0.9999958872795105,0.9999852776527405,0.9999984502792358,0.999991774559021,0.9999951085486969
fon,0.9999922513961792,0.9999877214431763,0.9999966621398926,0.9999960064888,0.9999947849806253
luo,0.9999972581863403,0.9999943971633911,0.9999982118606567,0.9999881386756897,0.9999945326284929
bam,0.9999958276748657,0.9999849796295166,0.9999982714653015,0.9999892115592957,0.9999941912564364
yor,0.9999930262565613,0.9999918341636658,0.9999940991401672,0.9999951720237732,0.9999940403096088
hau,0.9999921321868896,0.9999909400939941,0.9999980926513672,0.9999915957450867,0.9999938622697607
twi,0.9999963641166687,0.9999902248382568,0.9999935030937195,0.999991774559021,0.9999937856352175
bbj,0.9999933242797852,0.999993085861206,0.9999880194664001,0.999997615814209,0.9999929891004191
ewe,0.9999902248382568,0.9999911785125732,0.9999962449073792,0.9999924898147583,0.9999929395588961
wol,0.9999951124191284,0.9999919533729553,0.999997079372406,0.9999834895133972,0.9999918953164831
pcm,0.9999839067459106,0.9999936819076538,0.9999975562095642,0.9999890327453613,0.999990256575795
swa,0.9999858736991882,0.9999895691871643,0.9999973177909851,0.9999845623970032,0.999989259552646
