,LOC,ORG,DATE,PER,Mean
ewe,0.9859192967414856,0.9872379302978516,,0.928408682346344,0.9848843436796688
mos,0.9805978536605835,0.9844495058059692,,0.916135311126709,0.9805900379292016
twi,0.9737656116485596,0.9899596571922302,,0.9310781359672546,0.9803834742712743
ibo,0.9783947467803955,0.9843198657035828,,0.9193446040153503,0.9795511110315045
kin,0.9811990261077881,0.981391966342926,,0.9098997116088867,0.9792160073530327
tsn,0.983372688293457,0.9764638543128967,,0.924747884273529,0.9783113668265851
zul,0.9814826250076294,0.978655219078064,,0.9119657278060913,0.9780853338611936
fon,0.975348949432373,0.9826566576957703,,0.9208647608757019,0.9773094625148958
xho,0.9806310534477234,0.9768022894859314,,0.9142613410949707,0.9768393317472588
luo,0.9809237122535706,0.9751344919204712,,0.9295910596847534,0.9766182853180227
nya,0.9758950471878052,0.9796271324157715,,0.9260302186012268,0.9762543653978885
yor,0.9741297364234924,0.9809014797210693,,0.9178512096405029,0.9757778100597049
bbj,0.974497377872467,0.9800866842269897,,0.9232945442199707,0.9757192887148811
wol,0.9758245348930359,0.9785919189453125,,0.9192103743553162,0.9755189690775085
sna,0.9823508858680725,0.9711963534355164,,0.927070140838623,0.975325945511605
pcm,0.98017817735672,0.9643276333808899,,0.9323568940162659,0.9710908856206727
lug,0.9684756398200989,0.9720923900604248,,0.9049886465072632,0.9683822080926988
bam,0.9811573028564453,0.9551824927330017,,0.9146213531494141,0.966610231445831
hau,0.9475870132446289,0.9820899963378906,,0.9272267818450928,0.9637430177151578
swa,0.972341775894165,0.9552963972091675,,0.9245181083679199,0.9626743978667027
