,LOC,DATE,ORG,PER
bam,0.9579659700393677,,0.9601079225540161,0.9898557662963867
bbj,0.9150997400283813,,0.974061906337738,0.9872681498527527
ewe,0.9806634187698364,,0.9819486737251282,0.9765743613243103
fon,0.9307193160057068,,0.9848822951316833,0.9726418852806091
hau,0.9245744943618774,,0.9770469665527344,0.9896682500839233
ibo,0.9373171329498291,,0.9834877848625183,0.9914935231208801
kin,0.9611040949821472,,0.9825562834739685,0.9863819479942322
lug,0.9825457334518433,,0.9829268455505371,0.9706220626831055
luo,0.9725698828697205,,0.9730276465415955,0.9856352210044861
mos,0.9312905669212341,,0.9756245017051697,0.9826720356941223
nya,0.9289249181747437,,0.9819479584693909,0.9953938722610474
pcm,0.974199116230011,,0.9525715112686157,0.9938116669654846
sna,0.9491340517997742,,0.9639950394630432,0.982942521572113
swa,0.9840949773788452,,0.9662024974822998,0.9883158206939697
tsn,0.9339829087257385,,0.9766971468925476,0.9851632714271545
twi,0.979091227054596,,0.9887790083885193,0.9933052062988281
wol,0.9393109083175659,,0.9810015559196472,0.9883989691734314
xho,0.932662844657898,,0.9760525822639465,0.9514080882072449
yor,0.8794309496879578,,0.9782662987709045,
zul,0.928638219833374,,0.9808819890022278,0.9691661596298218
