,PER,DATE,LOC,ORG
bam,0.9909417033195496,0.9848746061325073,0.9866176247596741,0.9836228489875793
bbj,0.9814379215240479,0.9715420603752136,0.9616420865058899,0.9742254614830017
ewe,0.9911152124404907,0.9812554121017456,0.9893122911453247,0.9896808862686157
fon,0.9823817014694214,0.9608867764472961,0.9819968938827515,0.9800516366958618
hau,0.9922105669975281,0.9890408515930176,0.9894469976425171,0.9909268617630005
ibo,0.9949181079864502,0.9917205572128296,0.9884591698646545,0.9869451522827148
kin,0.9970641136169434,0.9890678524971008,0.9943945407867432,0.9936497211456299
lug,0.9979829788208008,0.9862589836120605,0.9915801882743835,0.995456337928772
luo,0.9911054372787476,0.9921308755874634,0.9949105978012085,0.9920048713684082
mos,0.9934649467468262,0.9702105522155762,0.9912718534469604,0.989828884601593
nya,0.99582439661026,0.9884122014045715,0.9943767189979553,0.9959959387779236
pcm,0.9891918897628784,0.9692007303237915,0.9858476519584656,0.9842172861099243
sna,0.9963845014572144,0.9792724847793579,0.9958451986312866,0.9945293068885803
swa,0.985819399356842,0.9839173555374146,0.9823702573776245,0.9813843369483948
tsn,0.995785117149353,0.9909465312957764,0.9869094491004944,0.9894508123397827
twi,0.9924055337905884,0.9822295308113098,0.9906117916107178,0.9920730590820312
wol,0.9941509962081909,0.9827722311019897,0.9878473281860352,0.9900855422019958
xho,0.9904853105545044,0.9931857585906982,0.9913449883460999,0.9925655722618103
yor,0.975053071975708,0.9749038815498352,0.967522144317627,0.9818177223205566
zul,0.995176374912262,0.9893155097961426,0.9829198718070984,0.993257999420166
