,PER,LOC,ORG,DATE
bam,0.77337247133255,0.8737562894821167,0.8420134782791138,0.9119382500648499
bbj,0.7972801923751831,0.7356659770011902,0.8929370641708374,0.834900975227356
ewe,0.7730977535247803,0.8758398294448853,0.9112133383750916,0.7316506505012512
fon,0.7840905785560608,0.8497982025146484,0.921329915523529,0.8644026517868042
hau,0.7683712244033813,0.821662425994873,0.9204379320144653,0.8997116684913635
ibo,0.8018183708190918,0.8440108299255371,0.9268215894699097,0.9494585394859314
kin,0.770682156085968,0.8893697261810303,0.942754864692688,0.9551560878753662
lug,0.7369799613952637,0.91171795129776,0.9075556993484497,0.960774838924408
luo,0.7812919616699219,0.9228521585464478,0.9260305166244507,0.9246650338172913
mos,0.7762806415557861,0.8434559106826782,0.9045341610908508,0.8124525547027588
nya,0.8065221309661865,0.8474438190460205,0.9229965806007385,0.9165291786193848
pcm,0.7858136892318726,0.898133397102356,0.8426415324211121,0.7454624772071838
sna,0.7896631956100464,0.8435097932815552,0.8963326215744019,0.9588137865066528
swa,0.7798353433609009,0.8979388475418091,0.8675950169563293,0.8894471526145935
tsn,0.7885067462921143,0.8747700452804565,0.899126410484314,0.9515846371650696
twi,0.8098267316818237,0.9032371640205383,0.941920816898346,0.9185348153114319
wol,0.7927513718605042,0.7923168540000916,0.8659829497337341,0.9406801462173462
xho,0.777816116809845,0.7892366051673889,0.9073007106781006,0.9032872319221497
yor,0.706898033618927,0.6470616459846497,0.8807210922241211,0.8489446043968201
zul,0.790476381778717,0.877094030380249,0.9233083128929138,0.941948413848877
