,PER,ORG,DATE,LOC
bam,0.8861956000328064,0.8454311490058899,0.8811514377593994,0.7908228039741516
bbj,0.9057224988937378,0.9227792620658875,0.8448169231414795,0.7331787943840027
ewe,0.9183489680290222,0.9396393299102783,0.859748363494873,0.8360013961791992
fon,0.9193406105041504,0.9171077609062195,0.8314902186393738,0.7391282916069031
hau,0.913119375705719,0.889220654964447,0.8299350142478943,0.7147768139839172
ibo,0.935046374797821,0.9449864029884338,0.9391049742698669,0.7978382110595703
kin,0.9068643450737,0.9599869251251221,0.9233388304710388,0.8981022834777832
lug,0.9814932942390442,0.8439275622367859,0.8800970911979675,0.9113985300064087
luo,0.9027456045150757,0.9320886135101318,0.9054697751998901,0.8732659220695496
mos,0.9392412900924683,0.9271265864372253,0.8271511793136597,0.7917071580886841
nya,0.935234785079956,0.960539698600769,0.8901228308677673,0.8398013114929199
pcm,0.9446399807929993,0.8217931389808655,0.7075222134590149,0.8597530722618103
sna,0.9271730780601501,0.9096379280090332,0.9419314861297607,0.793868362903595
swa,0.8847693204879761,0.8544730544090271,0.7696982622146606,0.8961893916130066
tsn,0.9330393075942993,0.9284433126449585,0.9286244511604309,0.8466956615447998
twi,0.932303786277771,0.9519320726394653,0.8958920836448669,0.9009270071983337
wol,0.9361674189567566,0.9286537766456604,0.9200509786605835,0.7743475437164307
xho,0.9147142171859741,0.9017427563667297,0.9071049094200134,0.7666407227516174
yor,0.8781421780586243,0.9242832660675049,0.8719276785850525,0.7374703288078308
zul,0.8948749303817749,0.9324605464935303,0.9019536375999451,0.8250019550323486
