,LOC,DATE,ORG,PER
bam,0.9999735355377197,0.9999827742576599,0.9999787211418152,0.9999851584434509
bbj,0.9999884366989136,0.9999833703041077,0.9999895095825195,0.9999891519546509
ewe,0.9999929666519165,0.9999868869781494,0.999992311000824,0.9999827146530151
fon,0.9999864101409912,0.9999700784683228,0.9999850392341614,0.9999814033508301
hau,0.9999908208847046,0.9999774694442749,0.99998539686203,0.9999892711639404
ibo,0.9999920129776001,0.9999834299087524,0.9999917149543762,0.9999911785125732
kin,0.9999988079071045,0.999997615814209,0.9999979734420776,0.9999977350234985
lug,0.9999976754188538,0.9999970197677612,0.9999967217445374,0.9999986886978149
luo,0.999996542930603,0.9999959468841553,0.9999947547912598,0.9999958276748657
mos,0.9999929666519165,0.9999777674674988,0.9999929666519165,0.999991774559021
nya,0.9999977350234985,0.9999972581863403,0.9999977350234985,0.999996542930603
pcm,0.9999882578849792,0.9999855756759644,0.9999865889549255,0.9999940991401672
sna,0.9999979734420776,0.9999951124191284,0.9999982118606567,0.999997079372406
swa,0.999986469745636,0.9999852180480957,0.9999877214431763,0.9999882578849792
tsn,0.9999943375587463,0.9999972581863403,0.9999943971633911,0.9999961256980896
twi,0.9999916553497314,0.99998539686203,0.9999903440475464,0.99998939037323
wol,0.9999926686286926,0.9999933838844299,0.9999961853027344,0.9999958872795105
xho,0.9999962449073792,0.9999942779541016,0.9999942779541016,0.9999914169311523
yor,0.9999886155128479,0.999980628490448,0.9999899864196777,0.9999873638153076
zul,0.9999955296516418,0.9999921917915344,0.9999962449073792,0.9999932646751404
