,LOC,DATE,PER,ORG
bam,0.9738373756408691,,0.9842882752418518,0.9615494608879089
bbj,0.9428969621658325,,0.9808497428894043,0.9769960641860962
ewe,0.9657320380210876,,0.9828696250915527,0.9820093512535095
fon,0.9603593349456787,,0.9848312139511108,0.9826644062995911
hau,0.9508784413337708,,0.9812151193618774,0.9791162610054016
ibo,0.9509109854698181,,0.9851596355438232,0.9822414517402649
kin,0.949012279510498,,0.9805179238319397,0.9826751351356506
lug,0.9577439427375793,,0.9805527329444885,0.9707812070846558
luo,0.9652618169784546,,0.9782355427742004,0.9626068472862244
mos,0.9673992991447449,,0.9853752851486206,0.980599582195282
nya,0.9683727025985718,,0.9884960055351257,0.9777560830116272
pcm,0.9596540331840515,,0.985283374786377,0.9607753753662109
sna,0.9639368057250977,,0.9752410650253296,0.9820893406867981
swa,0.956070065498352,,0.9836540818214417,0.9591200947761536
tsn,0.9613166451454163,,0.9819648861885071,0.9789035320281982
twi,0.9681805372238159,,0.9887232184410095,0.9869959354400635
wol,0.9583373665809631,,0.987907886505127,0.9805576801300049
xho,0.9587915539741516,,0.9690424799919128,0.9797995686531067
yor,0.9314262866973877,,,0.9806386232376099
zul,0.959526538848877,,0.9831895232200623,0.9852966666221619
