layer,model,rank_type,language,pearson
2,xlmr,top5,kin,0.9747107500901122
2,xlmr,top5,twi,0.9741483618102398
2,xlmr,top5,sna,0.9718696589025798
2,xlmr,top5,ibo,0.9708601647397819
2,xlmr,top5,lug,0.9694060544519005
2,xlmr,worst5,hau,0.9413948032592222
2,xlmr,worst5,pcm,0.9436692216394249
2,xlmr,worst5,yor,0.9478962682652736
2,xlmr,worst5,fon,0.9485513078614407
2,xlmr,worst5,bbj,0.9487672894339939
3,xlmr,top5,kin,0.9832059668716371
3,xlmr,top5,twi,0.9827466055281473
3,xlmr,top5,sna,0.9812199117006912
3,xlmr,top5,ibo,0.980241656011491
3,xlmr,top5,lug,0.9792329659332517
3,xlmr,worst5,hau,0.9596330984451591
3,xlmr,worst5,pcm,0.9604513426565398
3,xlmr,worst5,bbj,0.9650035994861278
3,xlmr,worst5,fon,0.9659603023442086
3,xlmr,worst5,yor,0.9668644265151104
10,xlmr,top5,kin,0.9878422812991968
10,xlmr,top5,sna,0.9861579364485046
10,xlmr,top5,nya,0.985586691710298
10,xlmr,top5,twi,0.9854112999339109
10,xlmr,top5,lug,0.9848912213335583
10,xlmr,worst5,bbj,0.9623276081835915
10,xlmr,worst5,hau,0.9649043660926347
10,xlmr,worst5,pcm,0.9669363713164734
10,xlmr,worst5,fon,0.9672066686807803
10,xlmr,worst5,yor,0.9687424075587242
12,xlmr,top5,kin,0.9991773026134174
12,xlmr,top5,nya,0.9990684516542251
12,xlmr,top5,sna,0.999067848907417
12,xlmr,top5,luo,0.9990201253094461
12,xlmr,top5,lug,0.9986946418569916
12,xlmr,worst5,bbj,0.9961613717901703
12,xlmr,worst5,fon,0.9964871631280158
12,xlmr,worst5,hau,0.996861103754494
12,xlmr,worst5,yor,0.997306332059841
12,xlmr,worst5,swa,0.9975884426205036
