,ORG,DATE,LOC,PER,Mean
twi,0.9843764901161194,0.9398587346076965,0.9777480363845825,0.9835244417190552,0.9713769257068634
luo,0.9762943387031555,0.9555961489677429,0.9754824042320251,0.9710598587989807,0.9696081876754761
kin,0.9806552529335022,0.9487525224685669,0.9756050705909729,0.9714925289154053,0.9691263437271118
tsn,0.9606948494911194,0.9581803679466248,0.9465510249137878,0.9746154546737671,0.9600104242563248
ibo,0.9742645621299744,0.9699792265892029,0.9113517999649048,0.9816319346427917,0.9593068808317184
lug,0.9629337787628174,0.9111131429672241,0.977824330329895,0.9782880544662476,0.957539826631546
zul,0.9696316123008728,0.9642520546913147,0.9322283864021301,0.9563294649124146,0.955610379576683
sna,0.9708197712898254,0.9661983251571655,0.9019819498062134,0.9807419180870056,0.9549354910850525
swa,0.9577262997627258,0.906241774559021,0.9874282479286194,0.9681425094604492,0.9548847079277039
nya,0.9742662906646729,0.9366022348403931,0.9169520139694214,0.9839934706687927,0.95295350253582
hau,0.9722169041633606,0.9603719115257263,0.9058716297149658,0.9731797575950623,0.9529100507497787
wol,0.9702438712120056,0.9455538988113403,0.9082019925117493,0.9776166081428528,0.950404092669487
bam,0.9115380048751831,0.9410394430160522,0.9467047452926636,0.979542076587677,0.944706067442894
xho,0.9582311511039734,0.968238353729248,0.8886050581932068,0.95899897813797,0.9435183852910995
fon,0.9690477252006531,0.9216316342353821,0.9029967784881592,0.9605910181999207,0.9385667890310287
mos,0.9714682102203369,0.8764504194259644,0.9153814911842346,0.9647663235664368,0.9320166110992432
pcm,0.9415367841720581,0.8220065832138062,0.9783287644386292,0.9841281771659851,0.9315000772476196
ewe,0.9690398573875427,0.8271769285202026,0.9580050706863403,0.9622495770454407,0.9291178584098816
bbj,0.9623759388923645,0.8786352872848511,0.8832771182060242,0.9765065312385559,0.9251987189054489
yor,0.9645402431488037,0.9005471467971802,0.8632072806358337,0.9337530732154846,0.9155119359493256
