,PER,LOC,DATE,ORG,Mean
kin,0.9999960064888,0.9999972581863403,0.9999971389770508,0.9999977350234985,0.9999970346689224
sna,0.9999967813491821,0.9999972581863403,0.9999958872795105,0.9999973773956299,0.9999968260526657
nya,0.999995231628418,0.9999979138374329,0.9999970197677612,0.9999970197677612,0.9999967962503433
lug,0.9999984502792358,0.9999959468841553,0.9999964833259583,0.9999950528144836,0.9999964833259583
tsn,0.9999966621398926,0.9999950528144836,0.999997079372406,0.9999937415122986,0.9999956339597702
xho,0.9999935030937195,0.9999966025352478,0.9999957084655762,0.9999958276748657,0.9999954104423523
luo,0.9999961256980896,0.9999961853027344,0.9999945163726807,0.9999942779541016,0.9999952763319016
zul,0.999995768070221,0.9999959468841553,0.9999913573265076,0.9999961256980896,0.9999947994947433
wol,0.9999938011169434,0.9999915361404419,0.999992847442627,0.9999935030937195,0.9999929219484329
twi,0.9999907612800598,0.9999930262565613,0.9999860525131226,0.9999940991401672,0.9999909847974777
mos,0.9999926686286926,0.9999927878379822,0.9999790787696838,0.9999943971633911,0.9999897330999374
bbj,0.9999871253967285,0.9999901056289673,0.9999865293502808,0.9999922513961792,0.9999890029430389
ewe,0.9999840259552002,0.9999935626983643,0.9999845623970032,0.9999930262565613,0.9999887943267822
ibo,0.9999936819076538,0.9999899864196777,0.9999821782112122,0.9999881982803345,0.9999885112047195
yor,0.9999902248382568,0.9999909400939941,0.9999786019325256,0.9999925494194031,0.9999880790710449
pcm,0.9999945163726807,0.9999912977218628,0.9999819993972778,0.9999792575836182,0.9999867677688599
swa,0.9999914765357971,0.9999885559082031,0.9999822378158569,0.999983549118042,0.9999864548444748
hau,0.9999890923500061,0.9999914765357971,0.9999755024909973,0.9999855160713196,0.99998539686203
bam,0.9999909400939941,0.9999819397926331,0.9999830722808838,0.9999780058860779,0.9999834895133972
fon,0.9999829530715942,0.9999856948852539,0.9999704360961914,0.999988853931427,0.9999819844961166
