,ORG,DATE,LOC,PER
bam,0.947330892086029,,0.9730249643325806,0.9477223753929138
bbj,0.9704834222793579,,0.9424270987510681,0.9627668857574463
ewe,0.9730368852615356,,0.9595621824264526,0.9524291753768921
fon,0.9789522886276245,,0.9515305757522583,0.9456444978713989
hau,0.9699444770812988,,0.9605008959770203,0.9578896164894104
ibo,0.9742048978805542,,0.9662741422653198,0.9568648338317871
kin,0.975230872631073,,0.9785245656967163,0.9584090709686279
lug,0.9747891426086426,,0.9559823274612427,0.9394620656967163
luo,0.9771835207939148,,0.9744310975074768,0.9603905081748962
mos,0.9793079495429993,,0.9572641253471375,0.9458403587341309
nya,0.9671233892440796,,0.947618842124939,0.9512048959732056
pcm,0.9423208236694336,,0.9773536920547485,0.9540697336196899
sna,0.9601455926895142,,0.9745550155639648,0.9554975032806396
swa,0.9593165516853333,,0.9706637859344482,0.9515759348869324
tsn,0.9666746854782104,,0.9721997976303101,0.9583672881126404
twi,0.9824377298355103,,0.9686453342437744,0.9613848924636841
wol,0.965624213218689,,0.9549210071563721,0.9628000259399414
xho,0.9691410064697266,,0.9605711102485657,0.9505587220191956
yor,0.9677850008010864,,0.9424659013748169,0.9454702138900757
zul,0.9772536754608154,,0.9724974632263184,0.9588255286216736
