layer,model,rank_type,language,cosine,config
1,xlmr,top5,twi,0.933472929663734,use0_use1_con2_max500_bat32
1,xlmr,top5,lug,0.9323799628170935,use0_use1_con2_max500_bat32
1,xlmr,top5,kin,0.9210129838909477,use0_use1_con2_max500_bat32
1,xlmr,top5,nya,0.9180286076605584,use0_use1_con2_max500_bat32
1,xlmr,top5,luo,0.9152602444218281,use0_use1_con2_max500_bat32
1,xlmr,worst5,pcm,0.855210550106339,use0_use1_con2_max500_bat32
1,xlmr,worst5,hau,0.860485381045155,use0_use1_con2_max500_bat32
1,xlmr,worst5,fon,0.8612557429338027,use0_use1_con2_max500_bat32
1,xlmr,worst5,bbj,0.8646602677325081,use0_use1_con2_max500_bat32
1,xlmr,worst5,yor,0.8710342554719845,use0_use1_con2_max500_bat32
2,xlmr,top5,lug,0.974723209652171,use0_use1_con2_max500_bat32
2,xlmr,top5,twi,0.9746419349306934,use0_use1_con2_max500_bat32
2,xlmr,top5,kin,0.9716364280941323,use0_use1_con2_max500_bat32
2,xlmr,top5,nya,0.9697530934710862,use0_use1_con2_max500_bat32
2,xlmr,top5,luo,0.9691004796773095,use0_use1_con2_max500_bat32
2,xlmr,worst5,pcm,0.9403151859105878,use0_use1_con2_max500_bat32
2,xlmr,worst5,fon,0.9476891331836299,use0_use1_con2_max500_bat32
2,xlmr,worst5,hau,0.9480089294654063,use0_use1_con2_max500_bat32
2,xlmr,worst5,bbj,0.9497286924101437,use0_use1_con2_max500_bat32
2,xlmr,worst5,yor,0.9498643163996536,use0_use1_con2_max500_bat32
3,xlmr,top5,twi,0.9830403799460995,use0_use1_con2_max500_bat32
3,xlmr,top5,lug,0.9828446894467151,use0_use1_con2_max500_bat32
3,xlmr,top5,kin,0.9806457907818049,use0_use1_con2_max500_bat32
3,xlmr,top5,luo,0.9792631226428978,use0_use1_con2_max500_bat32
3,xlmr,top5,sna,0.9790623391687328,use0_use1_con2_max500_bat32
3,xlmr,worst5,pcm,0.9572457819909864,use0_use1_con2_max500_bat32
3,xlmr,worst5,fon,0.9643010417606355,use0_use1_con2_max500_bat32
3,xlmr,worst5,hau,0.9645518200095744,use0_use1_con2_max500_bat32
3,xlmr,worst5,bbj,0.9657855692333,use0_use1_con2_max500_bat32
3,xlmr,worst5,swa,0.9666595640885098,use0_use1_con2_max500_bat32
4,xlmr,top5,twi,0.981893539688844,use0_use1_con2_max500_bat32
4,xlmr,top5,lug,0.9818394042182651,use0_use1_con2_max500_bat32
4,xlmr,top5,kin,0.9784589567855665,use0_use1_con2_max500_bat32
4,xlmr,top5,nya,0.9778631351566898,use0_use1_con2_max500_bat32
4,xlmr,top5,luo,0.9777583172703297,use0_use1_con2_max500_bat32
4,xlmr,worst5,pcm,0.9520681792398489,use0_use1_con2_max500_bat32
4,xlmr,worst5,fon,0.9608967331427022,use0_use1_con2_max500_bat32
4,xlmr,worst5,bbj,0.9613791457402225,use0_use1_con2_max500_bat32
4,xlmr,worst5,swa,0.9629205090004447,use0_use1_con2_max500_bat32
4,xlmr,worst5,hau,0.9629705140976708,use0_use1_con2_max500_bat32
5,xlmr,top5,twi,0.9818073924691926,use0_use1_con2_max500_bat32
5,xlmr,top5,lug,0.9795206708306723,use0_use1_con2_max500_bat32
5,xlmr,top5,kin,0.9788243332396087,use0_use1_con2_max500_bat32
5,xlmr,top5,sna,0.9785039413712057,use0_use1_con2_max500_bat32
5,xlmr,top5,luo,0.9777424353009917,use0_use1_con2_max500_bat32
5,xlmr,worst5,pcm,0.949399597150596,use0_use1_con2_max500_bat32
5,xlmr,worst5,bbj,0.9603263158277335,use0_use1_con2_max500_bat32
5,xlmr,worst5,swa,0.9604802263264165,use0_use1_con2_max500_bat32
5,xlmr,worst5,fon,0.9613888161205819,use0_use1_con2_max500_bat32
5,xlmr,worst5,yor,0.9633169416865577,use0_use1_con2_max500_bat32
6,xlmr,top5,twi,0.9758719048977887,use0_use1_con2_max500_bat32
6,xlmr,top5,lug,0.9742298617004861,use0_use1_con2_max500_bat32
6,xlmr,top5,kin,0.9734544950602525,use0_use1_con2_max500_bat32
6,xlmr,top5,sna,0.9730605561989956,use0_use1_con2_max500_bat32
6,xlmr,top5,luo,0.9712013528818049,use0_use1_con2_max500_bat32
6,xlmr,worst5,pcm,0.9351144773978946,use0_use1_con2_max500_bat32
6,xlmr,worst5,swa,0.9493672142833938,use0_use1_con2_max500_bat32
6,xlmr,worst5,bbj,0.9494879058508783,use0_use1_con2_max500_bat32
6,xlmr,worst5,fon,0.9548570740322548,use0_use1_con2_max500_bat32
6,xlmr,worst5,yor,0.9548825552339917,use0_use1_con2_max500_bat32
7,xlmr,top5,twi,0.9811223989289115,use0_use1_con2_max500_bat32
7,xlmr,top5,sna,0.9787652304652403,use0_use1_con2_max500_bat32
7,xlmr,top5,kin,0.9787243508340061,use0_use1_con2_max500_bat32
7,xlmr,top5,lug,0.9767688653753019,use0_use1_con2_max500_bat32
7,xlmr,top5,nya,0.9765186545991986,use0_use1_con2_max500_bat32
7,xlmr,worst5,pcm,0.946466484873752,use0_use1_con2_max500_bat32
7,xlmr,worst5,swa,0.9591368662557209,use0_use1_con2_max500_bat32
7,xlmr,worst5,bbj,0.9611758914627971,use0_use1_con2_max500_bat32
7,xlmr,worst5,fon,0.9640989817703657,use0_use1_con2_max500_bat32
7,xlmr,worst5,yor,0.9647446599372008,use0_use1_con2_max500_bat32
8,xlmr,top5,twi,0.9810590401035574,use0_use1_con2_max500_bat32
8,xlmr,top5,sna,0.978240691214865,use0_use1_con2_max500_bat32
8,xlmr,top5,kin,0.977971554917098,use0_use1_con2_max500_bat32
8,xlmr,top5,nya,0.9763084923040892,use0_use1_con2_max500_bat32
8,xlmr,top5,lug,0.9756182037310218,use0_use1_con2_max500_bat32
8,xlmr,worst5,pcm,0.9437499929322293,use0_use1_con2_max500_bat32
8,xlmr,worst5,swa,0.9571428095789399,use0_use1_con2_max500_bat32
8,xlmr,worst5,bbj,0.9603748073565681,use0_use1_con2_max500_bat32
8,xlmr,worst5,fon,0.9632592854638973,use0_use1_con2_max500_bat32
8,xlmr,worst5,yor,0.9639029332760042,use0_use1_con2_max500_bat32
9,xlmr,top5,twi,0.9834512868029305,use0_use1_con2_max500_bat32
9,xlmr,top5,kin,0.9810396725598525,use0_use1_con2_max500_bat32
9,xlmr,top5,sna,0.9789237258980377,use0_use1_con2_max500_bat32
9,xlmr,top5,nya,0.978922830764712,use0_use1_con2_max500_bat32
9,xlmr,top5,lug,0.9775893978361992,use0_use1_con2_max500_bat32
9,xlmr,worst5,pcm,0.9501384936432972,use0_use1_con2_max500_bat32
9,xlmr,worst5,swa,0.960907381766387,use0_use1_con2_max500_bat32
9,xlmr,worst5,bbj,0.9621214941090838,use0_use1_con2_max500_bat32
9,xlmr,worst5,ewe,0.9670048241009941,use0_use1_con2_max500_bat32
9,xlmr,worst5,yor,0.9670118890733734,use0_use1_con2_max500_bat32
10,xlmr,top5,twi,0.9814490473017952,use0_use1_con2_max500_bat32
10,xlmr,top5,kin,0.9810964646075375,use0_use1_con2_max500_bat32
10,xlmr,top5,nya,0.9804393375470875,use0_use1_con2_max500_bat32
10,xlmr,top5,sna,0.9796901422738828,use0_use1_con2_max500_bat32
10,xlmr,top5,lug,0.9790242128001652,use0_use1_con2_max500_bat32
10,xlmr,worst5,pcm,0.9526135417965597,use0_use1_con2_max500_bat32
10,xlmr,worst5,bbj,0.9605339411160588,use0_use1_con2_max500_bat32
10,xlmr,worst5,swa,0.9629469745138348,use0_use1_con2_max500_bat32
10,xlmr,worst5,fon,0.9641254769687307,use0_use1_con2_max500_bat32
10,xlmr,worst5,ewe,0.9652915735361338,use0_use1_con2_max500_bat32
11,xlmr,top5,nya,0.9844780106074877,use0_use1_con2_max500_bat32
11,xlmr,top5,kin,0.9844683463422198,use0_use1_con2_max500_bat32
11,xlmr,top5,sna,0.9837154986004284,use0_use1_con2_max500_bat32
11,xlmr,top5,twi,0.9824757262132066,use0_use1_con2_max500_bat32
11,xlmr,top5,luo,0.9812306381983682,use0_use1_con2_max500_bat32
11,xlmr,worst5,pcm,0.9618680300791294,use0_use1_con2_max500_bat32
11,xlmr,worst5,bbj,0.9619065867659687,use0_use1_con2_max500_bat32
11,xlmr,worst5,fon,0.9645932744302712,use0_use1_con2_max500_bat32
11,xlmr,worst5,swa,0.96949261624931,use0_use1_con2_max500_bat32
11,xlmr,worst5,ewe,0.9699727984576132,use0_use1_con2_max500_bat32
12,xlmr,top5,kin,0.9987796624607765,use0_use1_con2_max500_bat32
12,xlmr,top5,nya,0.9985671154708176,use0_use1_con2_max500_bat32
12,xlmr,top5,sna,0.9985274015495337,use0_use1_con2_max500_bat32
12,xlmr,top5,luo,0.9984905313155512,use0_use1_con2_max500_bat32
12,xlmr,top5,twi,0.998267383592242,use0_use1_con2_max500_bat32
12,xlmr,worst5,bbj,0.9962816205526817,use0_use1_con2_max500_bat32
12,xlmr,worst5,pcm,0.996386909939933,use0_use1_con2_max500_bat32
12,xlmr,worst5,fon,0.9964764063844663,use0_use1_con2_max500_bat32
12,xlmr,worst5,ewe,0.9970243552434385,use0_use1_con2_max500_bat32
12,xlmr,worst5,hau,0.9970932582209677,use0_use1_con2_max500_bat32
