,PER,LOC,ORG,DATE
bam,0.6920933127403259,0.7975568175315857,0.7899229526519775,0.8351556062698364
bbj,0.7294567227363586,0.6066572070121765,0.7874173521995544,0.7470705509185791
ewe,0.6999933123588562,0.8549929261207581,0.8759147524833679,0.6350032091140747
fon,0.6937766075134277,0.7160780429840088,0.827643871307373,0.7790257334709167
hau,0.695099413394928,0.7310406565666199,0.8794143199920654,0.9063626527786255
ibo,0.7147640585899353,0.843215823173523,0.9002833366394043,0.9221395254135132
kin,0.6884791851043701,0.912412703037262,0.9021924138069153,0.9144476652145386
lug,0.7227697968482971,0.9293066263198853,0.8570221066474915,0.8262104988098145
luo,0.7161927819252014,0.9034547805786133,0.8859784603118896,0.8920613527297974
mos,0.6982850432395935,0.7836368083953857,0.8452564477920532,0.6621538400650024
nya,0.7206083536148071,0.8645793199539185,0.8964288830757141,0.8877190947532654
pcm,0.7262046337127686,0.8599957227706909,0.8525227308273315,0.6775339245796204
sna,0.714228093624115,0.7907658815383911,0.8932888507843018,0.9305645227432251
swa,0.7019601464271545,0.914776086807251,0.8690372705459595,0.8420000076293945
tsn,0.6980106234550476,0.8112004995346069,0.8809210062026978,0.9100149273872375
twi,0.7294784188270569,0.8791280388832092,0.9349640011787415,0.8530106544494629
wol,0.7077762484550476,0.7499343156814575,0.870886504650116,0.8836305141448975
xho,0.709280788898468,0.6906611323356628,0.8614397644996643,0.9293797612190247
yor,0.5839691758155823,0.583278477191925,0.8135055899620056,0.7368065714836121
zul,0.7040937542915344,0.8006359338760376,0.8899005055427551,0.9016285538673401
