,DATE,PER,LOC,ORG,Mean
twi,,0.9801902770996094,0.9529374837875366,0.9665913581848145,0.9665730396906534
lug,,0.9458693861961365,,0.9517862796783447,0.9488278329372406
pcm,,0.9770267605781555,0.9450216293334961,0.916290283203125,0.9461128910382589
swa,,0.9674336314201355,0.9554000496864319,0.9054857492446899,0.9427731434504191
nya,,0.983757734298706,0.8933624625205994,0.9463621973991394,0.9411607980728149
kin,,0.9643017649650574,0.9400754570960999,0.9189220666885376,0.9410997629165649
ewe,,0.9519413709640503,0.9373300075531006,0.9274614453315735,0.9389109412829081
luo,,0.9584597945213318,,0.9108090400695801,0.9346344172954559
hau,,0.9701154232025146,0.8724524974822998,0.9475767612457275,0.9300482273101807
wol,,0.9718725085258484,0.8889157176017761,0.9270082712173462,0.9292654991149902
fon,,0.9486606121063232,0.8867090940475464,0.952406108379364,0.9292586048444113
sna,,0.9630119800567627,0.8805696368217468,0.931517481803894,0.9250330328941345
mos,,0.948916494846344,0.8826067447662354,0.9431059956550598,0.9248764117558798
bam,,0.9427745342254639,0.9201627373695374,0.8953648805618286,0.9194340507189432
zul,,0.9288463592529297,0.8769745230674744,0.9463445544242859,0.9173884789148966
tsn,,,0.8787915110588074,0.9472920894622803,0.9130418002605438
ibo,,,0.8680486679077148,0.9570316076278687,0.9125401377677917
bbj,,0.9682350158691406,0.8103539347648621,0.9367296099662781,0.9051061868667603
xho,,0.9061161279678345,0.8541719913482666,0.9300475120544434,0.8967785437901815
yor,,,0.7191013693809509,0.9332724213600159,0.8261868953704834
