,DATE,PER,LOC,ORG,Mean
pcm,,0.9997686147689819,0.9996281266212463,,0.9996983706951141
sna,,0.9993540048599243,0.9989767074584961,0.999808132648468,0.9993796149889628
lug,,0.9999067783355713,,0.9975758194923401,0.9987412989139557
luo,,0.9997736811637878,,0.9973576068878174,0.9985656440258026
swa,,0.9996384978294373,0.9982068538665771,0.9974505305290222,0.9984319607416788
hau,,0.9996758103370667,0.9962973594665527,0.9989348649978638,0.998302678267161
twi,,0.9989161491394043,0.9971165657043457,0.9985888600349426,0.9982071916262308
mos,,0.9996469020843506,,0.9967555999755859,0.9982012510299683
tsn,,,0.998630702495575,0.9977381825447083,0.9981844425201416
kin,,0.9998297095298767,0.9968408346176147,0.9971796870231628,0.9979500770568848
wol,,0.9993967413902283,0.9959452748298645,0.9975162744522095,0.9976194302241007
nya,,0.9959052205085754,0.9969357252120972,0.9987440705299377,0.9971950054168701
bbj,,,0.996788740158081,0.9956943392753601,0.9962415397167206
ewe,,0.9952040910720825,,0.9969233870506287,0.9960637390613556
zul,,0.9941626191139221,0.9977900385856628,,0.9959763288497925
ibo,,,0.996505081653595,0.9953319430351257,0.9959185123443604
bam,,,0.996604323387146,0.9949448704719543,0.9957745969295502
yor,,,0.9918429255485535,0.998956024646759,0.9953994750976562
xho,,0.9976891279220581,0.9920595288276672,,0.9948743283748627
fon,,0.9867783784866333,0.9910117387771606,0.99527907371521,0.991023063659668
