,PER,DATE,ORG,LOC
bam,0.9715703725814819,,0.9599686861038208,0.9643504619598389
bbj,0.9752990007400513,,0.9733070731163025,0.9310001134872437
ewe,0.974936306476593,,0.9847620725631714,0.9720368385314941
fon,0.9772753119468689,,0.9794747829437256,0.9476653337478638
hau,0.9727325439453125,,0.9754669070243835,0.9495077729225159
ibo,0.9746677279472351,,0.9838634729385376,0.9489710927009583
kin,0.9779052138328552,,0.9870294332504272,0.9764240980148315
lug,0.9752807021141052,,0.9771783351898193,0.9809854626655579
luo,0.9754731059074402,,0.980404794216156,0.971660315990448
mos,0.9772167205810547,,0.9794502854347229,0.9507257342338562
nya,0.983662486076355,,0.9870418906211853,0.9553701877593994
pcm,0.9830338954925537,,0.9685194492340088,0.9737840294837952
sna,0.977390706539154,,0.981046199798584,0.9636961221694946
swa,0.9791509509086609,,0.9721097946166992,0.9712864756584167
tsn,0.9823973178863525,,0.9779887795448303,0.9722033739089966
twi,0.9815425872802734,,0.9871412515640259,0.9743941426277161
wol,0.9725574254989624,,0.9754934906959534,0.9552777409553528
xho,0.9622429609298706,,0.9750002026557922,0.9590377807617188
yor,0.969773530960083,,0.9731077551841736,0.9466618895530701
zul,0.973240852355957,,0.9831987023353577,0.9656466841697693
