,ORG,DATE,PER,LOC,Mean
mos,0.9581059217453003,,0.8670570254325867,,0.9513615590554697
pcm,,,0.9120195508003235,0.9533002972602844,0.9502424641891762
ewe,0.9493175745010376,,0.9233744740486145,,0.9473958633564137
lug,0.9436938166618347,,0.9065160155296326,,0.9409399054668568
luo,0.9381821155548096,,0.9388793706893921,,0.9382337640832972
ibo,0.9357041716575623,,,0.9298203587532043,0.9327622652053833
fon,0.9556114673614502,,0.915652334690094,0.9064232707023621,0.9304264061726056
bam,0.9225541353225708,,,0.9371286034584045,0.9298413693904877
kin,0.9617815613746643,,0.9399387836456299,0.8888272047042847,0.9258672446012497
sna,0.9402441382408142,,0.9275749921798706,0.909250020980835,0.9248558454788648
twi,0.9538884162902832,,0.9209564924240112,0.8914997577667236,0.9226272564667922
swa,0.9175262451171875,,0.9151284694671631,0.9268411993980408,0.9219123663810583
hau,0.9491739869117737,,0.9215622544288635,0.8942837119102478,0.9217224419116974
tsn,0.9218442440032959,,,0.9066150188446045,0.9142296314239502
wol,0.9340781569480896,,0.9350937604904175,0.8756651878356934,0.9060340603956809
nya,0.8916918635368347,,0.8826062679290771,0.8945978283882141,0.892739516038161
bbj,0.9283725619316101,,,0.8416072726249695,0.8849899172782898
zul,,,0.9422810673713684,0.860892653465271,0.8669214248657227
xho,,,0.9323779344558716,0.851576566696167,0.8575618531968858
yor,0.9183455109596252,,,0.7740153074264526,0.8461804091930389
