,PER,ORG,DATE,LOC
bam,,0.9998967051506042,,0.999997079372406
bbj,,0.9999913573265076,,0.999993085861206
ewe,0.9999942183494568,0.999997615814209,,
fon,0.9999926686286926,0.9999960660934448,,0.9999613165855408
hau,0.9999915361404419,0.9999988675117493,,
ibo,,0.999973714351654,,0.9999634623527527
kin,,0.9999785423278809,,0.999983012676239
lug,0.9999905228614807,0.9999799728393555,,
luo,0.9999747276306152,0.9999913573265076,,
mos,0.9999900460243225,0.9999977350234985,,
nya,,0.999992311000824,,0.9999961256980896
pcm,0.9999818205833435,,,0.9999583959579468
sna,0.9999956488609314,,,0.9999918937683105
swa,0.999986469745636,,,0.9999976754188538
tsn,,0.9999887943267822,,0.9999975562095642
twi,0.9999902844429016,0.9999988079071045,,0.9999936819076538
wol,,0.9999926090240479,,0.9999936819076538
xho,0.9999939799308777,,,0.999988853931427
yor,,0.9999979138374329,,0.9999498724937439
zul,,,,0.9999983310699463
