,PER,ORG,DATE,LOC
bam,0.9999938607215881,0.999993622303009,0.9999815225601196,0.9999886155128479
bbj,0.9999919533729553,0.9999940991401672,0.9999950528144836,0.9999918341636658
ewe,0.9999881386756897,0.9999933242797852,0.9999855756759644,0.9999850988388062
fon,0.9999819993972778,0.9999964833259583,0.9999929070472717,0.9999738931655884
hau,0.9999733567237854,0.9999873042106628,0.9999881386756897,0.9999650120735168
ibo,0.9999791979789734,0.9999963641166687,0.9999980330467224,0.9999765753746033
kin,0.9999850988388062,0.9999932646751404,0.9999969005584717,0.9999944567680359
lug,0.9999918341636658,0.9999896287918091,0.999997615814209,0.9999852776527405
luo,0.9999892711639404,0.9999716281890869,0.9999969601631165,0.9999896287918091
mos,0.999987006187439,0.9999929070472717,0.9999880194664001,0.9999756813049316
nya,0.9999918341636658,0.9999907612800598,0.9999927878379822,0.9999728202819824
pcm,0.9999850392341614,0.9999876022338867,0.9999815821647644,0.9999733567237854
sna,0.9999741315841675,0.9999887943267822,0.9999963641166687,0.9999895691871643
swa,0.9999899864196777,0.9999856352806091,0.9999852776527405,0.9999897480010986
tsn,0.9999825358390808,0.9999924898147583,0.9999976754188538,0.9999907612800598
twi,0.9999873042106628,0.9999947547912598,0.9999935626983643,0.9999898672103882
wol,0.9999892711639404,0.9999803900718689,0.9999964833259583,0.999978244304657
xho,0.9999749064445496,0.9999929666519165,0.9999935626983643,0.9999834299087524
yor,0.9999842047691345,0.9999940395355225,0.999985933303833,0.9999703168869019
zul,0.9999718070030212,0.9999911189079285,0.9999961256980896,0.9999913573265076
