,LOC,DATE,PER,ORG,Mean
twi,0.9562075734138489,,0.9096394777297974,0.9740825891494751,0.963010250375821
ibo,0.9608756303787231,,,0.9647122025489807,0.9627939164638519
lug,,,0.8916595578193665,0.9668287038803101,0.9612606189869068
nya,0.9570910334587097,,0.9152058362960815,0.9676587581634521,0.9605607012143502
tsn,0.9545325040817261,,,0.961616575717926,0.958074539899826
sna,0.9546930193901062,,0.9029348492622375,0.9658547043800354,0.9580685152457311
hau,0.9443677067756653,,0.904150664806366,0.9727654457092285,0.9564736565718284
kin,0.9438608288764954,,0.9060946106910706,0.9717662930488586,0.9558243705676153
fon,0.951465368270874,,0.8931349515914917,0.9619042277336121,0.9542405731402911
ewe,,,0.89760822057724,0.9579244256019592,0.9534565585630911
swa,0.9512885808944702,,0.9058852195739746,0.9536965489387512,0.9506999747111247
luo,,,0.9043149352073669,0.9520168304443359,0.9484833567230789
mos,0.9284457564353943,,0.8861895203590393,0.960928201675415,0.9424370767978522
wol,0.9340832829475403,,0.9081976413726807,0.948937714099884,0.940229234787134
bam,0.9624384641647339,,,0.9040696024894714,0.9332540333271027
zul,0.9327566027641296,,0.9062361121177673,,0.9307921219755102
xho,0.9318548440933228,,0.8868175745010376,,0.9285187500494497
pcm,0.9456852078437805,,0.903858482837677,0.9074663519859314,0.9257020377195798
bbj,0.8946986794471741,,0.892231822013855,0.9468603730201721,0.919681537609834
yor,0.883592963218689,,,0.9445118308067322,0.9140523970127106
