,DATE,LOC,ORG,PER
bam,,,0.9332396388053894,
bbj,,0.8419003486633301,0.9419838190078735,
ewe,,,0.9434292316436768,0.9470135569572449
fon,,,,0.9398986101150513
hau,,,0.9675092101097107,0.9661955833435059
ibo,,0.9313395023345947,0.9556941986083984,
kin,,,0.9382174611091614,
lug,,,0.9671269655227661,0.932051420211792
luo,,,0.9368529915809631,0.9449490308761597
mos,,,0.9556910991668701,0.9403006434440613
nya,,,0.9534996151924133,
pcm,,0.9162059426307678,,0.9419465661048889
sna,,0.9215878248214722,,0.9569791555404663
swa,,,,0.9465664029121399
tsn,,0.9198846817016602,0.9396456480026245,
twi,,,,0.9653106331825256
wol,,,0.948523759841919,
xho,,0.9078563451766968,,0.918025016784668
yor,,0.8389913439750671,0.9378690719604492,
zul,,0.9092157483100891,,
