,DATE,LOC,ORG,PER
bam,,0.9001056551933289,0.8849161863327026,0.9480288028717041
bbj,,0.7926090359687805,0.9176371097564697,0.9422224760055542
ewe,,0.9059984087944031,0.9323940277099609,0.9274760484695435
fon,,0.875874400138855,0.9388930201530457,0.9341856241226196
hau,,0.8631470203399658,0.9467951655387878,0.9514718651771545
ibo,,0.8831140398979187,0.9439374804496765,0.9533171653747559
kin,,0.8892254829406738,0.9045922160148621,0.9619569778442383
lug,,0.9155003428459167,0.9521522521972656,0.9381696581840515
luo,,0.9224949479103088,0.8892128467559814,0.9351807832717896
mos,,0.8923943638801575,0.9333986043930054,0.9453272819519043
nya,,0.8832634091377258,0.9413037896156311,0.9600337147712708
pcm,,0.887779951095581,0.8837966918945312,0.9522553086280823
sna,,0.869816243648529,0.9362746477127075,0.9478439688682556
swa,,0.8967448472976685,0.8834013938903809,0.9397599101066589
tsn,,0.8715844750404358,0.9338934421539307,0.9492667317390442
twi,,0.9158133268356323,0.9553524255752563,0.9622061252593994
wol,,0.8700792789459229,0.924592912197113,0.9503333568572998
xho,,0.8486368060112,0.9373109340667725,0.9113911986351013
yor,,0.7538633942604065,0.9212643504142761,0.8960956931114197
zul,,0.8900956511497498,0.9457278847694397,0.9280092716217041
