,PER,ORG,DATE,LOC,Mean
kin,0.9656708836555481,0.9725236296653748,0.9562559723854065,0.9618690609931946,0.964079886674881
twi,0.9581472277641296,0.9742471575737,0.9432042837142944,0.9553503394126892,0.9577372521162033
lug,0.961627185344696,0.9661204218864441,0.934149980545044,0.9556276798248291,0.9543813169002533
luo,0.9428837299346924,0.9577649831771851,0.9587622284889221,0.9552739262580872,0.9536712169647217
ibo,0.9527972936630249,0.957957923412323,0.9687212109565735,0.9218540787696838,0.9503326267004013
nya,0.9673346281051636,0.9649152755737305,0.9431642889976501,0.9114850163459778,0.9467248022556305
hau,0.9596450924873352,0.9648531675338745,0.9473273158073425,0.9062358736991882,0.9445153623819351
wol,0.9540547728538513,0.9564008116722107,0.9509252309799194,0.9117803573608398,0.9432902932167053
sna,0.9633745551109314,0.9641643762588501,0.9545694589614868,0.8905810117721558,0.943172350525856
tsn,0.9498615860939026,0.9533454179763794,0.9525484442710876,0.9143252968788147,0.9425201863050461
zul,0.9359520077705383,0.9603651762008667,0.9506976008415222,0.9175194501876831,0.9411335587501526
xho,0.9249692559242249,0.9472043514251709,0.9738573431968689,0.8890442848205566,0.9337688088417053
mos,0.9436799883842468,0.9452102780342102,0.8990975618362427,0.9254359006881714,0.9283559322357178
bam,0.9497758746147156,0.8421189785003662,0.9486247897148132,0.9317277669906616,0.9180618524551392
ewe,0.9307321906089783,0.9504990577697754,0.8714581727981567,0.9193575978279114,0.9180117547512054
fon,0.9323453903198242,0.9295173287391663,0.9052811861038208,0.9033297300338745,0.9176184087991714
pcm,0.9485801458358765,0.9306052923202515,0.8398326635360718,0.932088315486908,0.9127766042947769
swa,0.9197107553482056,0.9264048933982849,0.8737090826034546,0.9272585511207581,0.9117708206176758
bbj,0.9397686719894409,0.9260169267654419,0.8936838507652283,0.8441197872161865,0.9008973091840744
yor,0.8994103074073792,0.9401897192001343,0.899377167224884,0.8555991649627686,0.8986440896987915
