,LOC,DATE,PER,ORG,Mean
twi,0.9493434429168701,0.9468545913696289,0.974187970161438,0.9755380153656006,0.9614810049533844
kin,0.9497104287147522,0.9635424613952637,0.9512732625007629,0.9792856574058533,0.960952952504158
tsn,0.9202070236206055,0.9618207216262817,0.9624491333961487,0.9610369205474854,0.9513784497976303
luo,0.9365991950035095,0.9464440941810608,0.9549435377120972,0.9662492275238037,0.9510590136051178
nya,0.912158727645874,0.9386569857597351,0.9742323160171509,0.9778566956520081,0.950726181268692
ibo,0.8861574530601501,0.963456928730011,0.9736453294754028,0.9749140739440918,0.9495434463024139
lug,0.9530526995658875,0.938852071762085,0.9907625317573547,0.8936363458633423,0.9440759122371674
zul,0.9024671316146851,0.9531078934669495,0.9514569044113159,0.9634223580360413,0.9426135718822479
ewe,0.9130429029464722,0.9076045751571655,0.9712779521942139,0.9681485295295715,0.9400184899568558
wol,0.8721866607666016,0.9533520340919495,0.9673560261726379,0.9580402374267578,0.9377337396144867
sna,0.8876006603240967,0.9613732099533081,0.9646521210670471,0.9371420741081238,0.9376920163631439
xho,0.8748571872711182,0.9572929739952087,0.9627453684806824,0.9518114924430847,0.9366767555475235
swa,0.9705974459648132,0.8681145310401917,0.9576458930969238,0.9293587803840637,0.9314291626214981
bbj,0.8542882204055786,0.9162837862968445,0.9698730111122131,0.9587562680244446,0.9248003214597702
bam,0.8917170763015747,0.9345529079437256,0.9570574760437012,0.9127936959266663,0.9240302890539169
mos,0.8744387626647949,0.88385009765625,0.965843677520752,0.962519109249115,0.921662911772728
pcm,0.9370900392532349,0.8543076515197754,0.9814707040786743,0.9079416990280151,0.9202025234699249
yor,0.8508827686309814,0.9227150678634644,0.9405218362808228,0.957025408744812,0.9177862703800201
fon,0.8385096788406372,0.8890663981437683,0.9619174599647522,0.9574345350265503,0.911732017993927
hau,0.815336287021637,0.8938833475112915,0.9620562791824341,0.9259681701660156,0.8993110209703445
