,DATE,LOC,PER,ORG
bam,,0.9714309573173523,0.9621126651763916,0.9371902346611023
bbj,,0.8982558250427246,0.9534023404121399,0.9365781545639038
ewe,,0.9636803269386292,0.9570311307907104,0.9726802110671997
fon,,0.952562153339386,0.9526567459106445,0.938273012638092
hau,,0.9794743657112122,0.980104923248291,0.9766526818275452
ibo,,0.979033350944519,0.982756495475769,0.9638535380363464
kin,,0.9736597537994385,0.987480878829956,0.9884440898895264
lug,,0.964188814163208,0.990969181060791,0.9840213656425476
luo,,0.9790177345275879,0.9814573526382446,0.9764864444732666
mos,,0.9703783988952637,0.9804167747497559,0.9749230146408081
nya,,0.9822736978530884,0.9907703995704651,0.9877838492393494
pcm,,0.9334183931350708,0.972510576248169,0.9129850268363953
sna,,0.9869289994239807,0.9825119972229004,0.9886829257011414
swa,,0.9785367250442505,0.9848034381866455,0.9733970761299133
tsn,,0.9708467125892639,0.9729905724525452,0.9761468768119812
twi,,0.9789317846298218,0.9804331064224243,0.9781607389450073
wol,,0.9753260612487793,0.9776557087898254,0.9790626168251038
xho,,0.9817583560943604,0.9644128084182739,0.9887831211090088
yor,,0.9501073360443115,0.9598406553268433,0.9623389840126038
zul,,0.9726553559303284,0.984039306640625,0.9901678562164307
