,PER,DATE,ORG,LOC
bam,0.974224865436554,,0.94777512550354,0.9636240005493164
bbj,0.9638621807098389,,0.9657829403877258,0.9439053535461426
ewe,0.9638793468475342,,0.9769991636276245,0.9742741584777832
fon,0.9616712927818298,,0.9614073038101196,0.9648607969284058
hau,0.9897446036338806,,0.9822580218315125,0.9832776188850403
ibo,0.9889334440231323,,0.9811081886291504,0.9801273345947266
kin,0.9931358098983765,,0.9878663420677185,0.984276294708252
lug,0.9901036620140076,,0.9938483238220215,0.9748625755310059
luo,0.9767193794250488,,0.976743757724762,0.9797288179397583
mos,0.9812331199645996,,0.9823672771453857,0.9875940680503845
nya,0.9819850921630859,,0.9866483211517334,0.9733045697212219
pcm,0.9641756415367126,,0.9683161973953247,0.9493831396102905
sna,0.9883654117584229,,0.9877703189849854,0.9926221370697021
swa,0.9448212385177612,,0.9546869993209839,0.942046046257019
tsn,0.9802339673042297,,0.9843348860740662,0.9759601950645447
twi,0.9830118417739868,,0.9822956323623657,0.9820923209190369
wol,0.9710948467254639,,0.9825075268745422,0.9837495684623718
xho,0.9591200947761536,,0.9875491857528687,0.9844119548797607
yor,0.9497629404067993,,0.966588020324707,0.9393593668937683
zul,0.9741786122322083,,0.9902868866920471,0.9626293182373047
