,PER,DATE,ORG,LOC
bam,,,0.9386840462684631,0.9246657490730286
bbj,,,0.9229375123977661,0.8320322632789612
ewe,0.9599336385726929,,0.9566249251365662,
fon,0.9465168714523315,,0.9269645810127258,0.9088356494903564
hau,0.9821673035621643,,0.9761180877685547,0.9323735237121582
ibo,,,0.9587950110435486,0.940088152885437
kin,0.9875808954238892,,0.976542592048645,0.9413982033729553
lug,0.9888663291931152,,0.9878981113433838,
luo,0.9719747304916382,,0.9644902944564819,
mos,0.970150887966156,,0.9615307450294495,
nya,0.982822597026825,,0.9799419045448303,0.9385268092155457
pcm,0.9445870518684387,,,0.8885051608085632
sna,0.9859062433242798,,0.9769753813743591,0.9348001480102539
swa,0.9612464308738708,,0.950198769569397,0.9144769310951233
tsn,,,0.9736418724060059,0.925626814365387
twi,0.9701283574104309,,0.9709751009941101,0.9312375783920288
wol,0.969739556312561,,0.9697858095169067,0.9153104424476624
xho,0.9653710722923279,,,0.9348706603050232
yor,,,0.9395933747291565,0.8926346898078918
zul,0.9818903207778931,,,0.9220721125602722
