,PER,DATE,LOC,ORG,Mean
kin,0.896437406539917,0.9858835935592651,0.98558509349823,0.9840587973594666,0.9837783726807342
twi,0.9137505888938904,0.9778022170066833,0.9792479276657104,0.9898008108139038,0.9812043909951458
luo,0.9183353781700134,0.985255777835846,0.9790022373199463,0.9776447415351868,0.9796531675994553
ibo,0.9025356769561768,0.9857529997825623,0.9546897411346436,0.9871235489845276,0.9747007881875426
tsn,0.9064709544181824,0.9837650060653687,0.9716998338699341,0.9705268144607544,0.9742461483622473
zul,0.8972535133361816,0.9846819043159485,0.9639480113983154,0.977124035358429,0.9740230051551279
nya,0.9064506888389587,0.9700765013694763,0.970262885093689,0.9810328483581543,0.9727302716160071
sna,0.9029244184494019,0.9797202944755554,0.9606906175613403,0.9781453013420105,0.9717508482495005
ewe,0.9081944227218628,0.9653568267822266,0.9709721803665161,0.9818801879882812,0.9717199893135411
xho,0.8962326645851135,0.98822420835495,0.9569039344787598,0.9728617072105408,0.9714596515565407
wol,0.8953678011894226,0.9829960465431213,0.954310417175293,0.9712722301483154,0.9683583819960045
lug,0.8917825818061829,0.9601901173591614,0.9846475124359131,0.9609240889549255,0.9673777174136144
mos,0.8887416124343872,0.958543598651886,0.9622336626052856,0.9805988073348999,0.9658909665317986
yor,0.8959468603134155,0.974855363368988,0.9450734853744507,0.9805215001106262,0.9657007211775291
swa,0.9043299555778503,0.9404086470603943,0.9884803295135498,0.9711126685142517,0.9656855259041773
bam,0.8939945101737976,0.9707251191139221,0.9616943597793579,0.9631160497665405,0.9640575016890298
fon,0.9032614827156067,0.9593328237533569,0.9519974589347839,0.9740327000617981,0.9608659888189921
pcm,0.9162530899047852,0.9247228503227234,0.9783704280853271,0.974570631980896,0.9585446386825381
bbj,0.9009580016136169,0.9615358114242554,0.9401422739028931,0.9751042127609253,0.9580145282695299
hau,0.9069117307662964,0.9552206993103027,0.9285081028938293,0.9758400917053223,0.9524608454679254
