,DATE,LOC,PER,ORG
bam,,0.9999765753746033,0.999994695186615,0.9999918341636658
bbj,,0.9999791979789734,0.9999969601631165,0.9999920725822449
ewe,,0.9999780654907227,0.9999988675117493,0.9999961256980896
fon,,0.9999768137931824,0.9999963045120239,0.9999936819076538
hau,,0.9999784827232361,0.9999982714653015,0.999995768070221
ibo,,0.9999751448631287,,0.9999926686286926
kin,,0.9999722838401794,0.9999966621398926,0.9999911785125732
lug,,,0.9999988079071045,0.9999980926513672
luo,,,0.999996542930603,0.9999790787696838
mos,,0.9999786019325256,0.9999962449073792,0.999994158744812
nya,,0.9999749064445496,0.9999972581863403,0.9999937415122986
pcm,,0.9999774694442749,0.9999982714653015,0.9999952912330627
sna,,0.999977707862854,0.9999969005584717,0.9999980330467224
swa,,0.9999768733978271,0.9999940395355225,0.9999918937683105
tsn,,0.9999749660491943,,0.9999933838844299
twi,,0.9999778270721436,0.9999987483024597,0.9999972581863403
wol,,0.9999720454216003,0.9999977350234985,0.9999957084655762
xho,,0.99997478723526,0.9999966621398926,0.9999905228614807
yor,,0.9999637007713318,,0.9999938607215881
zul,,0.9999698996543884,0.9999968409538269,0.9999840259552002
