,ORG,DATE,LOC,PER
bam,0.9733151793479919,0.9754351377487183,0.9873794317245483,0.968774676322937
bbj,0.9808617830276489,0.9430555701255798,0.9534987211227417,0.9794982671737671
ewe,0.9870578646659851,0.9340009689331055,0.984839677810669,0.9717454314231873
fon,0.9875101447105408,0.9603991508483887,0.978690505027771,0.9762742519378662
hau,0.9803692102432251,0.9913253784179688,0.9833745360374451,0.9751798510551453
ibo,0.987959623336792,0.9888482093811035,0.9846750497817993,0.9788894057273865
kin,0.9865273237228394,0.9818031191825867,0.9840492606163025,0.9671529531478882
lug,0.9844159483909607,0.9545286297798157,0.977287769317627,0.9678156971931458
luo,0.9868946075439453,0.9815919995307922,0.9835949540138245,0.982029378414154
mos,0.9877925515174866,0.9357054233551025,0.9816300868988037,0.9770402908325195
nya,0.9796355366706848,0.9823123216629028,0.9758813381195068,0.9745950102806091
pcm,0.9760372042655945,0.9137403964996338,0.9885385632514954,0.9761785864830017
sna,0.9793317317962646,0.9914404153823853,0.9853260517120361,0.979010820388794
swa,0.9753006100654602,0.9642652869224548,0.9790851473808289,0.9788152575492859
tsn,0.9811006188392639,0.9913886785507202,0.9879385232925415,0.9799182415008545
twi,0.989417314529419,0.9729591012001038,0.9784228801727295,0.9794884920120239
wol,0.9790374636650085,0.9417628645896912,0.9846680164337158,0.9803031086921692
xho,0.9819545745849609,0.9847473502159119,0.9800949692726135,0.972375750541687
yor,0.9842002987861633,0.9512397646903992,0.9336307644844055,0.9554045796394348
zul,0.9875467419624329,0.980016827583313,0.9865188598632812,0.9761068820953369
