,ORG,DATE,LOC,PER
bam,0.9999126195907593,0.9998683333396912,0.9998432397842407,0.9998087286949158
bbj,0.9998000264167786,0.9995800852775574,0.999207079410553,0.9997373819351196
ewe,0.9998551607131958,0.9960134029388428,0.9999145865440369,0.9997713565826416
fon,0.9999382495880127,0.999850869178772,0.9997218251228333,0.9997507929801941
hau,0.99993497133255,0.9999480247497559,0.9993834495544434,0.9998089671134949
ibo,0.999957263469696,0.9999576807022095,0.9996981620788574,0.9998705387115479
kin,0.9999744892120361,0.9998996257781982,0.999835193157196,0.9998877048492432
lug,0.999866247177124,0.9998582005500793,0.9996252655982971,0.9996482729911804
luo,0.9999047517776489,0.9999414086341858,0.9998775124549866,0.9991647601127625
mos,0.9999319911003113,0.9996334314346313,0.9997075200080872,0.9997974634170532
nya,0.9999262094497681,0.9998888969421387,0.9998453259468079,0.9998595714569092
pcm,0.9998487234115601,0.9991310238838196,0.9998162388801575,0.999859094619751
sna,0.9998841285705566,0.9999197721481323,0.9990537762641907,0.9998036026954651
swa,0.9998410940170288,0.9997702836990356,0.9999529123306274,0.9996369481086731
tsn,0.9997242093086243,0.9998965859413147,0.999902069568634,0.9998005628585815
twi,0.9999517798423767,0.9995914697647095,0.9996470808982849,0.9998036026954651
wol,0.9997566938400269,0.9999167919158936,0.9997024536132812,0.9998822212219238
xho,0.9999176859855652,0.9999297261238098,0.9989635348320007,0.9998736381530762
yor,0.9998818635940552,0.9998220801353455,0.9994221329689026,0.9996848106384277
zul,0.9999521970748901,0.9999266862869263,0.9996282458305359,0.9998818039894104
