,DATE,LOC,ORG,PER,Mean
kin,0.9999968409538269,0.9999983906745911,0.999997615814209,0.9999974370002747,0.9999975711107254
nya,0.9999973773956299,0.9999980926513672,0.999997079372406,0.9999962449073792,0.9999971985816956
sna,0.9999956488609314,0.9999978542327881,0.9999979138374329,0.999997079372406,0.9999971240758896
lug,0.9999964833259583,0.9999969005584717,0.999995231628418,0.9999985694885254,0.9999967962503433
luo,0.9999960064888,0.9999967813491821,0.9999940991401672,0.9999957084655762,0.9999956488609314
tsn,0.9999971389770508,0.9999938607215881,0.999994158744812,0.9999958872795105,0.9999952614307404
xho,0.999995768070221,0.999996542930603,0.9999953508377075,0.9999918937683105,0.9999948889017105
zul,0.9999907612800598,0.9999958276748657,0.9999964237213135,0.9999951720237732,0.999994546175003
wol,0.9999929070472717,0.9999914765357971,0.9999949336051941,0.9999959468841553,0.9999938160181046
ewe,0.9999865293502808,0.9999944567680359,0.999995231628418,0.999985933303833,0.9999905377626419
twi,0.9999848008155823,0.9999921321868896,0.9999921321868896,0.9999913573265076,0.9999901056289673
bbj,0.9999864101409912,0.9999895691871643,0.9999918937683105,0.9999901652336121,0.9999895095825195
ibo,0.999982476234436,0.9999916553497314,0.9999912977218628,0.9999921917915344,0.9999894052743912
mos,0.9999771118164062,0.9999924302101135,0.999994158744812,0.9999926090240479,0.9999890774488449
yor,0.999981701374054,0.9999898672103882,0.9999924302101135,0.9999896287918091,0.9999884068965912
pcm,0.9999842047691345,0.9999871253967285,0.9999854564666748,0.9999952912330627,0.9999880194664001
swa,0.9999832510948181,0.9999885559082031,0.999988317489624,0.9999891519546509,0.999987319111824
hau,0.9999765157699585,0.9999922513961792,0.9999855160713196,0.9999902248382568,0.9999861270189285
bam,0.9999837875366211,0.9999797344207764,0.9999799132347107,0.9999887347221375,0.9999830424785614
fon,0.9999697804450989,0.9999858736991882,0.9999878406524658,0.9999836087226868,0.9999817758798599
