,DATE,PER,ORG,LOC
bam,,,0.6907221078872681,0.7656378746032715
bbj,,,0.7093654870986938,0.5625889897346497
ewe,,0.8073196411132812,0.7550297379493713,
fon,,0.7727453708648682,0.7559524774551392,0.7305635213851929
hau,,0.868720293045044,0.8066533803939819,0.720944881439209
ibo,,,0.7811771035194397,0.7235892415046692
kin,,0.8610265851020813,0.833435595035553,0.7345790266990662
lug,,0.8340259194374084,0.8359136581420898,
luo,,0.8226742744445801,0.7184349298477173,
mos,,0.8194286227226257,0.7636911869049072,
nya,,0.8746675252914429,0.8198409080505371,0.7524813413619995
pcm,,0.8459808230400085,,0.6794506311416626
sna,,0.8420363068580627,0.8037890791893005,0.7633803486824036
swa,,0.8321813344955444,0.7789289951324463,0.7903811931610107
tsn,,,0.8009169101715088,0.6963294744491577
twi,,0.87627112865448,0.8371758460998535,0.7638741731643677
wol,,0.829870879650116,0.7368531823158264,0.6853482723236084
xho,,0.709676206111908,,0.680160403251648
yor,,,0.7169426679611206,0.5137736201286316
zul,,0.8253694772720337,,0.648844301700592
