,PER,LOC,DATE,ORG
bam,0.9987075328826904,0.9977760910987854,,0.9973898530006409
bbj,0.9982715249061584,0.9954687356948853,,0.9980015754699707
ewe,0.9986035823822021,0.9977428317070007,,0.9990691542625427
fon,0.9986016154289246,0.9963805675506592,,0.9986463189125061
hau,0.9989352822303772,0.9966216087341309,,0.9979116916656494
ibo,0.9988047480583191,0.9971351027488708,,0.9990118145942688
kin,0.9985498189926147,0.9987743496894836,,0.999420702457428
lug,0.9991261959075928,0.9990442991256714,,0.9976930022239685
luo,0.9986119866371155,0.9989727139472961,,0.9986828565597534
mos,0.9988721609115601,0.997244119644165,,0.9990148544311523
nya,0.9992067813873291,0.9978064894676208,,0.9993293881416321
pcm,0.9989606142044067,0.9983757734298706,,0.9967749118804932
sna,0.9985948204994202,0.9979725480079651,,0.9991547465324402
swa,0.9987356662750244,0.9983010292053223,,0.998443067073822
tsn,0.9988414645195007,0.997914731502533,,0.9989920258522034
twi,0.9991506338119507,0.9986139535903931,,0.9993029832839966
wol,0.9989559054374695,0.996819019317627,,0.9989748597145081
xho,0.9979432821273804,0.9971344470977783,,0.9989010691642761
yor,0.9982743859291077,0.9963729381561279,,0.998776376247406
zul,0.9980417490005493,0.9982768297195435,,0.9992094039916992
