,DATE,LOC,ORG,PER
bam,,0.9684809446334839,0.9690403938293457,0.9844475984573364
bbj,,0.9457980990409851,0.980773389339447,0.979223906993866
ewe,,0.9731975197792053,0.9879310727119446,0.9828259944915771
fon,,0.9550508856773376,0.9856137633323669,0.9845483899116516
hau,,0.956139862537384,0.9812424182891846,0.9847827553749084
ibo,,0.9595997333526611,0.9881009459495544,0.9852482080459595
kin,,0.9812825322151184,0.9919589161872864,0.9821907877922058
lug,,0.9837995171546936,0.9775481224060059,0.9880359172821045
luo,,0.9844762086868286,0.9846523404121399,0.975408673286438
mos,,0.9662277698516846,0.9872323870658875,0.9860430359840393
nya,,0.9672350287437439,0.9895985722541809,0.9888570308685303
pcm,,0.9789577126502991,0.9650360941886902,0.9843918085098267
sna,,0.9674995541572571,0.9900586009025574,0.9846002459526062
swa,,0.984824001789093,0.97978276014328,0.9798867702484131
tsn,,0.972945511341095,0.9836130738258362,0.9840859174728394
twi,,0.9818095564842224,0.9933538436889648,0.9884512424468994
wol,,0.9538912177085876,0.9867463111877441,0.9876940250396729
xho,,0.9601550102233887,0.981057345867157,0.9703899621963501
yor,,0.9508875012397766,0.987452507019043,0.9796484708786011
zul,,0.9720174670219421,0.9890002012252808,0.9841189980506897
