,1,2,3,4,5,6,7,8,9,10,11,12
bam,0.0156199992195524,0.0150840060757673,0.0127257886633742,0.0126308866686031,0.010665472294022,0.0097881988957624,0.0113255911903706,0.0124362952346928,0.0109243338201849,0.0110598333608322,0.0107334838279105,0.0168297102457775
bbj,0.0170927177662179,0.0167997923360871,0.0150463579077495,0.0132285177312496,0.0123956323893708,0.0117254547384391,0.0129307504114422,0.0128281255623505,0.0108025586620594,0.0093317527165102,0.0093854795140941,0.0155826651371171
ewe,0.0146586917639979,0.0148704451628418,0.0129825700716992,0.0125782385855472,0.0115561453130794,0.0104732915393697,0.011873554741669,0.0112338786461805,0.0090181408074082,0.0080788302263196,0.008117418595854,0.0135639787040418
fon,0.0153860466305104,0.0159732913377865,0.013183617596951,0.0124287672841774,0.0109509716087359,0.0100468466673646,0.0114497055485571,0.0122764970774369,0.0096237556540472,0.0092392832345164,0.0089120009920407,0.0153109272299237
hau,0.0141973954473542,0.0144710594324806,0.0123060367121752,0.0113842512728297,0.0101645028548773,0.00899217468816,0.0102449115620402,0.0110098198409787,0.0107372886089554,0.0095836731276601,0.0090634292232607,0.0154812341406795
ibo,0.0121484447051898,0.011772785426956,0.011702354099043,0.0106591195722103,0.0093000877246822,0.0083623646594332,0.0095396249744226,0.0096903048518015,0.0093273796364883,0.0085935510339065,0.008150640314246,0.0137822836122722
kin,0.0117447207865097,0.0113677589301914,0.0099643133294193,0.009150599086638,0.0081009431294205,0.0076464960026214,0.0091723381941619,0.009195224467362,0.0083063294159728,0.0077355955513667,0.0077356143942779,0.0131113173495881
lug,0.0119765363162969,0.01241476796622,0.0109495974807032,0.0100853354861101,0.0093393448602228,0.0085489032463783,0.0095706047825387,0.009752037824569,0.0093220271070701,0.0074158606598757,0.0075739777857961,0.0128203488065992
luo,0.0126797708423964,0.0122426048378656,0.0108797537502596,0.0097684059260245,0.0085861734136187,0.0078946543042093,0.0092328814832853,0.0095004307772796,0.0082585945374376,0.0073917615081882,0.007471211759821,0.0126695119003367
mos,0.0161208792781053,0.0159817201363239,0.0138100807412229,0.0126847114120209,0.011394978089811,0.0103142071784532,0.0119398197523423,0.0121715302918801,0.0097320227496311,0.0091759153331925,0.0089956561453921,0.0155333497338385
nya,0.0122991015632578,0.0122410201618095,0.0109127968869415,0.0100897180789161,0.009166820981818,0.0085854239903255,0.0097190889116518,0.0100238264910785,0.0098021474656585,0.0088632668025638,0.0083341318901754,0.0146528479672269
pcm,0.014342410134077,0.0143825348886821,0.0126510916722963,0.0116440522797347,0.0111290330944484,0.0099261642938017,0.0110972769198269,0.0116837621335434,0.009447653084256,0.0082914573555778,0.0082694646901776,0.0130638685016795
sna,0.0124649765748472,0.012672091225113,0.0111031400349475,0.0104695291190637,0.0088827270196816,0.0086675993553626,0.0096154923352287,0.0103463441639632,0.01048956498956,0.0095482799038109,0.0085320686278767,0.0157355648204126
swa,0.012839796801245,0.0121085322971339,0.0113951682105835,0.010417091920317,0.0097759795553429,0.0088848269933805,0.0100152217135018,0.0100916228639107,0.0093536628683068,0.0073811047638325,0.0078706357298869,0.0132767329935935
tsn,0.0129411060374877,0.0128923241995835,0.0115700092910628,0.0102595953533182,0.009695386349108,0.0082385968303242,0.0094845685285918,0.0100777274947176,0.0090334750617936,0.0093743449763981,0.009173504707481,0.0147148308139245
twi,0.0116753082561444,0.0117297276788121,0.0107031986947276,0.0093851459937468,0.0088001189362785,0.0076362502722986,0.0087252718481067,0.0087170575782238,0.0073747015752208,0.0067723544965095,0.0067087262129158,0.0112215944770165
wol,0.0133604397760791,0.0134596770460575,0.0117896244667008,0.0108659603405385,0.0101399062132259,0.0095631567012333,0.0105978799956574,0.0105936988729808,0.010011863446986,0.0091005156221702,0.0092169357897849,0.0163221347471941
xho,0.0143458392633419,0.0141368456297641,0.0127879900076095,0.011610210086701,0.0103939643079229,0.0099993617066047,0.0107153999176716,0.0111559378980246,0.0114169095792628,0.0107558972590595,0.0106550312430044,0.01678667283583
yor,0.0186848257342262,0.0181375586325884,0.0169033760525962,0.0149912904857956,0.0135810365700308,0.0129395614446821,0.0136839426652386,0.0140532984562469,0.0124812076376959,0.0113396518178584,0.010817889214195,0.0182321876927744
zul,0.0138831257036144,0.0132631636845417,0.0115001902584026,0.0110497452740219,0.0093696132344121,0.0089345012289641,0.0097361558579223,0.0105542928404247,0.0094704849511799,0.0091272756999387,0.0091360147149922,0.0154588914107686
