,LOC,PER,ORG,DATE,Mean
kin,0.982390820980072,0.9860345721244812,0.9927627444267273,0.9884376525878906,0.9874064475297928
twi,0.979066014289856,0.9891238212585449,0.9936492443084717,0.984376072883606,0.9865537881851196
luo,0.9786161184310913,0.9857813715934753,0.986423909664154,0.9870073199272156,0.9844571799039841
ibo,0.9628002047538757,0.992699921131134,0.9918636083602905,0.9902164340019226,0.9843950420618057
nya,0.9706923365592957,0.9894337058067322,0.9915105104446411,0.9802033305168152,0.982959970831871
tsn,0.9737697839736938,0.9849526286125183,0.9828141927719116,0.9877469539642334,0.9823208898305893
zul,0.965225338935852,0.9879977107048035,0.9878566861152649,0.9859563112258911,0.9817590117454529
ewe,0.9706595540046692,0.9884341955184937,0.9904673099517822,0.9705486297607422,0.9800274223089218
wol,0.9559007883071899,0.9881387948989868,0.9864940047264099,0.9864909052848816,0.9792561233043671
xho,0.9570801854133606,0.9862285852432251,0.9834015369415283,0.9900281429290771,0.9791846126317978
lug,0.9818501472473145,0.9964805245399475,0.9624164700508118,0.9757923483848572,0.9791348725557327
sna,0.9600281119346619,0.987575352191925,0.9847627282142639,0.9815428853034973,0.978477269411087
bam,0.9664931297302246,0.9897151589393616,0.9709712862968445,0.9765238165855408,0.9759258478879929
yor,0.9515950083732605,0.982353150844574,0.9898201823234558,0.9792117476463318,0.9757450222969055
mos,0.9621189832687378,0.9838717579841614,0.9895997047424316,0.965816855430603,0.9753518253564835
bbj,0.9481087923049927,0.9877406358718872,0.9883539080619812,0.9747488498687744,0.9747380465269089
swa,0.9901823401451111,0.9853924512863159,0.9749863743782043,0.9480294585227966,0.974647656083107
fon,0.9521923065185547,0.9856463670730591,0.987720787525177,0.9683716297149658,0.9734827727079391
pcm,0.977752685546875,0.992978036403656,0.972963273525238,0.9445626139640808,0.9720641523599625
hau,0.9289703965187073,0.9860554933547974,0.9772542715072632,0.9658370018005371,0.9645292907953262
