,ORG,DATE,PER,LOC,Mean
lug,0.9963924884796143,,0.9964733719825745,,0.9964329302310944
luo,0.9915730953216553,,0.9932690262794495,,0.9924210608005524
ewe,0.9911822080612183,,0.9919375777244568,,0.9915598928928375
twi,0.9925938844680786,,0.9940771460533142,0.9878759980201721,0.9915156761805216
mos,0.990391731262207,,0.99232417345047,0.9888643026351929,0.9905267357826233
pcm,0.9899686574935913,,0.9935214519500732,0.987052321434021,0.9901808102925619
wol,0.9917264580726624,,0.9914155602455139,0.9873722195625305,0.9901714126269022
ibo,0.9907276034355164,,,0.9852944016456604,0.9880110025405884
bbj,0.9885597825050354,,0.9910549521446228,0.9843708872795105,0.9879952073097229
fon,0.9889787435531616,,0.989739179611206,0.9812509417533875,0.9866562883059183
sna,0.9897523522377014,,0.9894581437110901,0.978122889995575,0.9857777953147888
tsn,0.9902170896530151,,,0.9808098673820496,0.9855134785175323
hau,0.9862173795700073,,0.9903919696807861,0.9787368774414062,0.9851154088973999
bam,0.9879116415977478,,,0.9822087287902832,0.9850601851940155
xho,,,0.9881867170333862,0.9814696907997131,0.9848282039165497
kin,0.9839205145835876,,0.9933438301086426,0.9740715622901917,0.9837786356608073
swa,0.9862051010131836,,0.9858810305595398,0.9779637455940247,0.9833499590555826
nya,0.9888125658035278,,0.9870485663414001,0.9737746119499207,0.9832119146982828
zul,,,0.9871389865875244,0.9756162166595459,0.9813776016235352
yor,0.9843024611473083,,,0.9742893576622009,0.9792959094047546
