,PER,ORG,LOC,DATE
bam,0.8572896122932434,0.9531722068786621,0.9524163007736206,0.9703434705734253
bbj,0.8744791746139526,0.9708390831947327,0.9265480041503906,0.9567092657089233
ewe,0.878167986869812,0.9776879549026489,0.9581618309020996,0.9567813277244568
fon,0.8821969628334045,0.9743008613586426,0.9322687387466431,0.9441642761230469
hau,0.8675190210342407,0.9711602330207825,0.9179407358169556,0.9504709839820862
ibo,0.8719415664672852,0.9777905344963074,0.9271333813667297,0.9841609597206116
kin,0.8672534823417664,0.9838348031044006,0.9550914168357849,0.9825230836868286
lug,0.8697571158409119,0.9638715982437134,0.9706535935401917,0.9834792017936707
luo,0.8831663131713867,0.9771487712860107,0.9690871238708496,0.9722592234611511
mos,0.8750425577163696,0.9701447486877441,0.9421764612197876,0.9413091540336609
nya,0.8803507089614868,0.979193389415741,0.9478440880775452,0.9714429378509521
pcm,0.8863067626953125,0.9526514410972595,0.9572092890739441,0.9096275568008423
sna,0.8737780451774597,0.9710940718650818,0.9428036212921143,0.9852707982063293
swa,0.8824670910835266,0.9520248770713806,0.9653446078300476,0.9242912530899048
tsn,0.8780548572540283,0.9775876998901367,0.9529685974121094,0.9817100167274475
twi,0.8746309876441956,0.9844521880149841,0.9656383991241455,0.97090744972229
wol,0.8676737546920776,0.9722599387168884,0.9289373755455017,0.9796783328056335
xho,0.8696620464324951,0.9731442928314209,0.933438241481781,0.9694129228591919
yor,0.8665156364440918,0.9564699530601501,0.920964777469635,0.9639499187469482
zul,0.873574435710907,0.9804742932319641,0.9534503221511841,0.9793695211410522
