,PER,LOC,ORG,DATE
bam,0.9797159433364868,0.9456479549407959,0.963227391242981,0.9660947918891907
bbj,0.9834665060043335,0.9254186153411865,0.9801301956176758,0.9633587002754211
ewe,0.9843114614486694,0.9589770436286926,0.9836739301681519,0.9600841999053955
fon,0.9860270023345947,0.9307070970535278,0.9820111989974976,0.9601417183876038
hau,0.9841983914375305,0.92570960521698,0.9742732048034668,0.9488537311553955
ibo,0.9844356775283813,0.9442220330238342,0.9860319495201111,0.9876230359077454
kin,0.980396032333374,0.9719706177711487,0.9884985685348511,0.9809232950210571
lug,0.9965339303016663,0.9709572792053223,0.9571407437324524,0.9639368057250977
luo,0.9804624319076538,0.9672004580497742,0.9779976010322571,0.9785991907119751
mos,0.9872872829437256,0.9454824924468994,0.9838483929634094,0.9527485370635986
nya,0.9896063208580017,0.9566640257835388,0.987605631351471,0.9758397340774536
pcm,0.9876301288604736,0.9640247821807861,0.9518697261810303,0.9117140769958496
sna,0.9866341352462769,0.9476919770240784,0.9850995540618896,0.9843254685401917
swa,0.9794301986694336,0.968711793422699,0.9615674018859863,0.9181759357452393
tsn,0.9866321682929993,0.95649653673172,0.9763189554214478,0.9810388088226318
twi,0.9867191314697266,0.9710504412651062,0.9892123341560364,0.9773820638656616
wol,0.985227108001709,0.9368284344673157,0.9766903519630432,0.979412317276001
xho,0.982709527015686,0.9419800639152527,0.9763020277023315,0.9835560917854309
yor,0.9768238067626953,0.9299531579017639,0.9861574172973633,0.9710966348648071
zul,0.9823724031448364,0.952595591545105,0.9869884848594666,0.9786586165428162
