,LOC,PER,ORG,DATE,Mean
hau,0.9792748689651489,0.9305648803710938,0.9798167943954468,,0.9767733250024184
lug,,0.9337581396102905,0.9794030785560608,,0.9745125493832997
sna,0.9772723913192749,0.9248955249786377,0.9739892482757568,,0.9727590106568247
twi,0.9735665321350098,0.9272645711898804,0.9742268323898315,,0.9712571288054844
nya,0.9738990068435669,0.9498717188835144,0.9632472991943359,,0.9675145812754361
xho,0.9732180833816528,0.9128996133804321,,,0.9667553901672363
tsn,0.9717269539833069,,0.9616305828094482,,0.9666787683963776
ibo,0.9796051979064941,,0.9522011280059814,,0.9659031629562378
wol,0.9761801362037659,0.9306833148002625,0.9587117433547974,,0.9653650364785824
kin,0.97270667552948,0.9256659746170044,0.9611436128616333,,0.964589719502431
fon,0.9701200723648071,0.9046443104743958,0.9585843682289124,,0.9609725272880411
mos,,0.9222756624221802,0.9637376070022583,,0.95929525579725
zul,0.959535539150238,0.9324405193328857,,,0.9566325013126645
yor,0.9510396718978882,,0.9511422514915466,,0.9510909616947174
luo,,0.9365748167037964,0.9482316970825195,,0.9469827456133706
bbj,0.9393148422241211,,0.9423362612724304,,0.9408255517482758
pcm,0.9286649823188782,0.9123658537864685,0.9455638527870178,,0.9357135554529586
ewe,,0.9217716455459595,0.9360199570655823,,0.9344933522599084
bam,0.9709694385528564,,0.8885646462440491,,0.9297670423984528
swa,0.9434885382652283,0.9203190207481384,0.9128732085227966,,0.9277358628668875
