,ORG,DATE,LOC,PER,Mean
lug,0.9901378750801086,,0.9842204451560974,0.9952468872070312,0.9898684024810791
sna,0.990375280380249,,0.9891331791877747,0.9898614287376404,0.9897899627685547
twi,0.9885393381118774,,0.9838705062866211,0.9912611842155457,0.987890342871348
kin,0.9816828966140747,,0.9842379689216614,0.9967532157897949,0.9875580271085104
hau,0.9858831167221069,,0.9836606979370117,0.9922829866409302,0.9872756004333496
mos,0.9809095859527588,,0.9869791269302368,0.9915650486946106,0.9864845871925354
nya,0.9814847111701965,,0.9858113527297974,0.9917016625404358,0.9863325754801432
tsn,0.9818845987319946,,0.9822961091995239,0.9930141568183899,0.9857316215833029
zul,0.9865209460258484,,0.9770464301109314,0.9907536506652832,0.9847736756006876
ibo,0.9787955284118652,,0.9811898469924927,0.9935402274131775,0.9845085342725118
luo,0.9776697158813477,,0.9876903295516968,0.9880088567733765,0.9844563007354736
wol,0.9799381494522095,,0.9840907454490662,0.9884766340255737,0.9841685096422831
xho,0.9858887195587158,,0.9847146272659302,0.9815828800201416,0.9840620756149292
ewe,0.9757255911827087,,0.9847248792648315,0.9855401515960693,0.9819968740145365
bam,0.9739711284637451,,0.9791803956031799,0.9910429120063782,0.9813981453577677
pcm,0.9729645848274231,,0.9788236021995544,0.988379955291748,0.9800560474395752
fon,0.9765822887420654,,0.9777432680130005,0.9761727452278137,0.9768327673276266
swa,0.962753176689148,,0.9797372221946716,0.985575795173645,0.9760220646858215
yor,0.9769934415817261,,0.9592996835708618,0.9749066233634949,0.9703999161720276
bbj,0.9646105170249939,,0.9461073875427246,0.978135883808136,0.9629512627919515
