,ORG,DATE,LOC,PER,Mean
twi,0.9859903454780579,,0.972773551940918,0.9849217534065247,0.9812285502751669
tsn,0.9805309176445007,,0.9713330268859863,0.9861962199211121,0.9793533881505331
ewe,0.9831598997116089,,0.9726731181144714,0.9809142351150513,0.9789157509803772
kin,0.9812771081924438,,0.9721744060516357,0.9815361499786377,0.9783292214075724
pcm,0.9729476571083069,,0.9710999131202698,0.9870463609695435,0.9770313103993734
nya,0.9766318202018738,,0.9645534157752991,0.9870389699935913,0.976074735323588
mos,0.9777669310569763,,0.9636568427085876,0.9821375012397766,0.9745204250017802
lug,0.9741172790527344,,0.9715752601623535,0.9762003421783447,0.9739642937978109
fon,0.9776357412338257,,0.9607867002487183,0.9827420115470886,0.9737214843432108
luo,0.9643560647964478,,0.9734690189361572,0.9829695820808411,0.9735982219378153
sna,0.9799395799636841,,0.9580725431442261,0.981755256652832,0.9732557932535807
wol,0.9753358960151672,,0.9624771475791931,0.9818210601806641,0.9732113679250082
ibo,0.9810898303985596,,0.9540677070617676,0.9805355072021484,0.9718976815541586
zul,0.9812902808189392,,0.9542750120162964,0.9777566194534302,0.9711073040962219
swa,0.9595972299575806,,0.9677453637123108,0.9818887114524841,0.9697437683741251
xho,0.9744186401367188,,0.9604412913322449,0.9680474400520325,0.9676357905069987
hau,0.9738243818283081,,0.9501592516899109,0.9783996343612671,0.967461089293162
bam,0.9491724967956543,,0.9708701968193054,0.9781579971313477,0.9660668969154358
bbj,0.9736442565917969,,0.9396116733551025,0.9804837703704834,0.9645799001057943
yor,0.9701958298683167,,0.9405356049537659,0.9777524471282959,0.9628279606501261
