,ORG,LOC,PER,DATE,Mean
lug,0.9999105930328369,0.9998676180839539,0.9999819993972778,0.9998253583908081,0.9998963922262192
kin,0.9999704957008362,0.9996931552886963,0.9999599456787109,0.9998539686203003,0.9998693913221359
swa,0.9999043941497803,0.9999493360519409,0.9998551607131958,0.9996641278266907,0.9998432546854019
luo,0.9998691082000732,0.9996819496154785,0.9998992681503296,0.9999184012413025,0.999842181801796
tsn,0.9997837543487549,0.9998036623001099,0.9999274015426636,0.999833881855011,0.9998371750116348
twi,0.9999431371688843,0.9998967051506042,0.9999389052391052,0.9995341897010803,0.9998282343149185
nya,0.9999518394470215,0.9995684027671814,0.9999775886535645,0.9997972846031189,0.9998237788677216
bam,0.9999266862869263,0.9995697736740112,0.9999376535415649,0.9998250603675842,0.9998147934675217
ibo,0.9999241232872009,0.9994609355926514,0.999945878982544,0.9999192953109741,0.9998125582933426
wol,0.9999006390571594,0.9993937611579895,0.9998997449874878,0.9999210238456726,0.9997787922620773
fon,0.9999279379844666,0.9994350075721741,0.999904215335846,0.9998437762260437,0.9997777342796326
zul,0.9999523162841797,0.999266505241394,0.9998301267623901,0.9999054074287415,0.9997385889291763
mos,0.9998921155929565,0.9994666576385498,0.9998618960380554,0.9996143579483032,0.9997087568044662
pcm,0.9998632073402405,0.9999085068702698,0.9999517798423767,0.9990715384483337,0.9996987581253052
sna,0.9998886585235596,0.9990392327308655,0.9999513626098633,0.9998722076416016,0.9996878653764725
hau,0.999903678894043,0.9989288449287415,0.9999528527259827,0.9999146461486816,0.9996750056743622
yor,0.9999032020568848,0.999038577079773,0.9998893141746521,0.9997676014900208,0.9996496737003326
bbj,0.99949049949646,0.9995054006576538,0.9999561905860901,0.9995214939117432,0.9996183961629868
xho,0.9998967051506042,0.9984374642372131,0.9998590350151062,0.999860405921936,0.9995134025812149
ewe,0.9998834133148193,0.9998457431793213,0.9999375939369202,0.9958086013793945,0.9988688379526138
