,PER,LOC,DATE,ORG,Mean
kin,0.6053295135498047,0.8249478936195374,,0.858301043510437,0.8347420912344479
nya,0.6736363768577576,0.8279018998146057,,0.8264214992523193,0.8226900881933934
lug,0.5638590455055237,0.7933725714683533,,0.8600473403930664,0.819054104170753
zul,0.656271755695343,0.7879849076271057,,0.8531131148338318,0.8157642367974068
twi,0.6169540882110596,0.7874900698661804,,0.8511092662811279,0.813406107495132
tsn,0.5881295204162598,0.7989340424537659,,0.837714433670044,0.8116195375479541
sna,0.604356050491333,0.7991301417350769,,0.8226456046104431,0.8048723831917476
ibo,0.5912368297576904,0.7974531650543213,,0.8010196089744568,0.7931781474826405
hau,0.5813770890235901,0.7540426850318909,,0.8204926252365112,0.7812708425290377
xho,0.5970196723937988,0.7174784541130066,,0.8257144093513489,0.7665116717514483
swa,0.6069765686988831,0.7771820425987244,,0.7601603269577026,0.7639616328535728
mos,0.5665998458862305,0.741466760635376,,0.797710120677948,0.7636761514885911
luo,0.6323541402816772,0.7852581143379211,,0.7086634635925293,0.7436227312365782
bam,0.5870516300201416,0.7701357007026672,,0.7235730886459351,0.7421999452183548
ewe,0.5747771859169006,0.7293155789375305,,0.7567025423049927,0.7381091031056006
fon,0.5557376146316528,0.7175473570823669,,0.758585512638092,0.7327558866982321
wol,0.6095396280288696,0.662139356136322,,0.8045379519462585,0.7297328571671421
pcm,0.6010966300964355,0.7125232815742493,,0.6974035501480103,0.7019381696738086
bbj,0.5478718280792236,0.6470644474029541,,0.7168701887130737,0.6780616241751365
yor,,0.5887569785118103,,0.698672354221344,0.6437146663665771
