,PER,LOC,DATE,ORG,Mean
kin,0.5980741381645203,0.8336241245269775,0.8882935047149658,0.8749827742576599,0.8603872064671485
lug,0.6280087828636169,0.8774157166481018,0.8354744911193848,0.8384683132171631,0.8460911921426362
nya,0.6479440331459045,0.8017851710319519,0.8683580160140991,0.8707073926925659,0.8430481116756116
luo,0.6418131589889526,0.8255897164344788,0.8548444509506226,0.8361470699310303,0.8349967408024408
sna,0.6322491765022278,0.7209183573722839,0.9153363704681396,0.8786312341690063,0.8342552001959358
twi,0.6310189366340637,0.8056240677833557,0.7966173887252808,0.8951783180236816,0.8285231734412948
ibo,0.6329448819160461,0.7197069525718689,0.9046858549118042,0.8683416843414307,0.8270297989346622
zul,0.6367648839950562,0.7340953350067139,0.8735285997390747,0.8571051955223083,0.8179526219960132
tsn,0.6182457208633423,0.7421284317970276,0.8815208673477173,0.8056280612945557,0.8060039554546082
swa,0.570911169052124,0.8530694842338562,0.7627982497215271,0.8120524287223816,0.8046322983074812
hau,0.6313371062278748,0.632818877696991,0.8601322174072266,0.859896183013916,0.7812834981999366
wol,0.6133266687393188,0.6653119921684265,0.8522391319274902,0.8307082653045654,0.7794310423283796
xho,0.6429861187934875,0.6043568253517151,0.9157119393348694,0.8206573128700256,0.7775507335569344
bam,0.587431788444519,0.7184709906578064,0.784737229347229,0.7004069089889526,0.731653933431588
fon,0.6083624362945557,0.6472464203834534,0.742662787437439,0.7906541228294373,0.7245310708588245
mos,0.6317360997200012,0.7021870613098145,0.6552258729934692,0.8075184226036072,0.7198808898333631
ewe,0.6278735995292664,0.7434279918670654,0.5481382012367249,0.8114867210388184,0.6995834412138446
pcm,0.5847534537315369,0.7655837535858154,0.5403263568878174,0.7795341610908508,0.6929834898001228
yor,0.5157864689826965,0.5188625454902649,0.7059236764907837,0.7781614065170288,0.6646715087049148
bbj,0.6403530836105347,0.4907878637313843,0.6725329160690308,0.7273608446121216,0.6304257547154146
