,ORG,PER,LOC,DATE,Mean
kin,0.9109606742858887,0.89803147315979,0.8770847320556641,0.8921921849250793,0.8945672661066055
lug,0.8687957525253296,0.9771512746810913,0.8899199962615967,0.8342664837837219,0.8925333768129349
nya,0.907503604888916,0.9153244495391846,0.843492329120636,0.8644456267356873,0.882691502571106
luo,0.870489239692688,0.9016169309616089,0.8755439519882202,0.863189160823822,0.8777098208665848
twi,0.9154708385467529,0.916793167591095,0.8735173344612122,0.7996801733970642,0.8763653784990311
sna,0.8899053335189819,0.903014063835144,0.746790885925293,0.9048008918762207,0.8611277937889099
ibo,0.883784830570221,0.8751731514930725,0.7491888999938965,0.9066265225410461,0.853693351149559
swa,0.8346777558326721,0.8656384944915771,0.9074872732162476,0.7896369099617004,0.8493601083755493
tsn,0.8422174453735352,0.8642475605010986,0.8054118752479553,0.8755993247032166,0.8468690514564514
zul,0.8805860280990601,0.8277374505996704,0.7749966382980347,0.8748930096626282,0.8395532816648483
wol,0.8791698813438416,0.8821957111358643,0.7130377292633057,0.8530738949775696,0.8318693041801453
hau,0.8823195695877075,0.8850867748260498,0.6781554222106934,0.8783683180809021,0.8309825211763382
xho,0.8528039455413818,0.8648836612701416,0.6328455805778503,0.9133529663085938,0.8159715384244919
fon,0.8362155556678772,0.8823356628417969,0.6903921365737915,0.744306206703186,0.7883123904466629
pcm,0.8177964687347412,0.90826016664505,0.8491087555885315,0.573462963104248,0.7871570885181427
bam,0.733298659324646,0.8481563329696655,0.7738528251647949,0.7849340438842773,0.785060465335846
mos,0.8360468149185181,0.874085009098053,0.7503288984298706,0.6700738072395325,0.7826336324214935
ewe,0.8487516641616821,0.8946977257728577,0.8047273755073547,0.5550961494445801,0.7758182287216187
bbj,0.7713947296142578,0.8966864943504333,0.5461680889129639,0.6884928345680237,0.7256855368614197
yor,0.7908828258514404,0.7349123954772949,0.5346499681472778,0.7251047492027283,0.6963874846696854
