,PER,LOC,ORG,DATE
bam,0.9916067123413086,0.9884370565414429,0.9825756549835205,0.9860286116600037
bbj,0.984383761882782,0.956967830657959,0.9846329689025879,0.9772693514823914
ewe,0.9898269176483154,0.988906979560852,0.9924277663230896,0.9766273498535156
fon,0.9833351969718933,0.9849482774734497,0.9879395961761475,0.9613200426101685
hau,0.9922095537185669,0.9877226948738098,0.9900773167610168,0.9875916838645935
ibo,0.9940211176872253,0.985905110836029,0.9904544949531555,0.9903139472007751
kin,0.9964799880981445,0.9890761375427246,0.9925132989883423,0.9895889759063721
lug,0.9940025210380554,0.9906709790229797,0.9948388338088989,0.9883896708488464
luo,0.993468165397644,0.9914999604225159,0.991226851940155,0.9901136755943298
mos,0.9939374923706055,0.9911389946937561,0.9926213026046753,0.9750968217849731
nya,0.9909322261810303,0.9858154654502869,0.9923856258392334,0.9896677136421204
pcm,0.99128657579422,0.985537052154541,0.9839195609092712,0.9633879661560059
sna,0.9915448427200317,0.9915574789047241,0.9939568042755127,0.9847835898399353
swa,0.9925259947776794,0.9911584258079529,0.9830948710441589,0.9841585159301758
tsn,0.990498423576355,0.9834509491920471,0.9885324835777283,0.9899752140045166
twi,0.995224118232727,0.9918631315231323,0.994269609451294,0.9807126522064209
wol,0.9892916679382324,0.9899337887763977,0.9893213510513306,0.974353551864624
xho,0.9801800847053528,0.9905215501785278,0.9924224019050598,0.9888623356819153
yor,0.9768637418746948,0.9630603790283203,0.9825770258903503,0.9785467982292175
zul,0.991712749004364,0.9836382269859314,0.9952423572540283,0.9907425045967102
