,ORG,PER,DATE,LOC
bam,0.997813880443573,,,
bbj,0.9985523223876953,,,
ewe,0.9987038373947144,0.9915907979011536,,
fon,,0.990881085395813,,
hau,0.990362823009491,0.991300642490387,,
ibo,0.9981610774993896,,,0.9980340600013733
kin,0.9966797828674316,,,
lug,0.9973684549331665,0.984738290309906,,
luo,0.9969573020935059,0.9925125241279602,,
mos,0.998431921005249,0.9898010492324829,,
nya,0.9983152747154236,,,
pcm,,0.9901278614997864,,0.9984346628189087
sna,,0.9866269826889038,,0.9987363815307617
swa,,0.9907169938087463,,
tsn,0.9978550672531128,,,0.997787356376648
twi,,0.9916548132896423,,
wol,0.9974792003631592,,,
xho,,0.991101861000061,,0.9980531930923462
yor,0.9981454610824585,,,0.9964271187782288
zul,,,,0.9979957342147827
