,LOC,DATE,PER,ORG
bam,0.9748977422714233,,0.9828815460205078,0.9445998668670654
bbj,0.9422680139541626,,0.9889081716537476,0.9766861796379089
ewe,0.9734978079795837,,0.9873822331428528,0.9849634170532227
fon,0.9598107933998108,,0.9853058457374573,0.9797291159629822
hau,0.9689186215400696,,0.9829655289649963,0.9758574366569519
ibo,0.9634696245193481,,0.9854966998100281,0.9831331372261047
kin,0.9855272173881531,,0.9822441339492798,0.9900480508804321
lug,0.9905098676681519,,0.9870083332061768,0.9647155404090881
luo,0.9851809144020081,,0.9815019369125366,0.9850772619247437
mos,0.9601080417633057,,0.9854288697242737,0.9776370525360107
nya,0.9566317796707153,,0.9896655678749084,0.9848037958145142
pcm,0.986822783946991,,0.9889832139015198,0.9725561738014221
sna,0.9573657512664795,,0.9836090207099915,0.9737427830696106
swa,0.9866984486579895,,0.986091673374176,0.9697635769844055
tsn,0.9804295301437378,,0.9880375266075134,0.9775898456573486
twi,0.988880455493927,,0.9888287782669067,0.9885435104370117
wol,0.9517492055892944,,0.9865202903747559,0.9800919890403748
xho,0.9519299268722534,,0.9700129628181458,0.9761532545089722
yor,0.9517717957496643,,0.9703932404518127,0.9811567068099976
zul,0.9711885452270508,,0.9816462993621826,0.9818790555000305
