,ORG,LOC,DATE,PER,Mean
twi,0.9855033755302429,0.9705702662467957,0.9654715061187744,0.9765071868896484,0.9745130836963654
kin,0.9803160429000854,0.9634807705879211,0.9778713583946228,0.9708625674247742,0.9731326848268509
tsn,0.978506326675415,0.9577023386955261,0.9683511853218079,0.9754549264907837,0.9700036942958832
luo,0.9757124185562134,0.9671475887298584,0.9698389172554016,0.9660479426383972,0.9696867167949677
lug,0.9695038199424744,0.9731831550598145,0.9544467926025391,0.9757710099220276,0.9682261943817139
zul,0.9854687452316284,0.9534584283828735,0.960082471370697,0.9701957106590271,0.9673013389110565
sna,0.9773882031440735,0.9486095905303955,0.9746782183647156,0.9677298665046692,0.9671014696359634
ibo,0.9791873097419739,0.9196749329566956,0.9820998907089233,0.9744948148727417,0.9638642370700836
ewe,0.9806169867515564,0.9588375687599182,0.9454757571220398,0.9652466773986816,0.962544247508049
nya,0.9763609170913696,0.9325580596923828,0.960773766040802,0.9793816208839417,0.962268590927124
fon,0.9797552227973938,0.933313250541687,0.9544623494148254,0.9731091260910034,0.9601599872112274
bam,0.9510642290115356,0.9431455731391907,0.9674942493438721,0.9740071892738342,0.9589278101921082
xho,0.9715525507926941,0.9449551701545715,0.9575647711753845,0.9560790061950684,0.9575378745794296
wol,0.9698729515075684,0.9181357026100159,0.9642428755760193,0.9761242270469666,0.9570939391851425
mos,0.977658748626709,0.9383344650268555,0.9367781281471252,0.9753503799438477,0.9570304304361343
bbj,0.9737877249717712,0.9065896272659302,0.9500421285629272,0.9714106321334839,0.9504575282335281
hau,0.9738929867744446,0.9348427057266235,0.9199286103248596,0.9651761054992676,0.9484601020812988
yor,0.9720398187637329,0.8904523253440857,0.9613568186759949,0.9657011032104492,0.9473875164985657
swa,0.9437428712844849,0.9551912546157837,0.8866811394691467,0.9622702598571777,0.9369713813066483
pcm,0.940436065196991,0.9523754119873047,0.8718873262405396,0.9741007089614868,0.9346998780965805
