,ORG,PER,DATE,LOC,Mean
twi,0.9886669516563416,0.9911718964576721,,0.9849947094917297,0.9882778525352478
ewe,0.9865548014640808,0.9863269925117493,,0.979407548904419,0.9840964476267496
kin,0.98695307970047,0.9866580963134766,,0.9783757925033569,0.9839956561724345
pcm,0.9746529459953308,0.9914648532867432,,0.981093168258667,0.9824036558469137
zul,0.9825187921524048,0.9861681461334229,,0.9722859859466553,0.9803243080774943
nya,0.9788572192192078,0.9922293424606323,,0.9694707989692688,0.9801857868830363
fon,0.9825996160507202,0.9849376678466797,,0.9720244407653809,0.9798539082209269
tsn,0.9821569919586182,0.9857072234153748,,0.9716209173202515,0.9798283775647482
lug,0.9772130250930786,0.976311445236206,,0.98345947265625,0.9789946476618449
hau,0.9766236543655396,0.9854788184165955,,0.974524736404419,0.978875736395518
luo,0.9659250378608704,0.9858560562133789,,0.9846001267433167,0.978793740272522
mos,0.9828590750694275,0.9846113324165344,,0.9688118100166321,0.9787607391675314
wol,0.9773516654968262,0.9886228442192078,,0.9673888087272644,0.9777877728144327
ibo,0.9848952293395996,0.9881712794303894,,0.9596185088157654,0.9775616725285848
swa,0.9575036764144897,0.9861152768135071,,0.985055685043335,0.9762248794237772
bam,0.9571406245231628,0.986992597579956,,0.9825465679168701,0.975559930006663
sna,0.9716206789016724,0.9868826866149902,,0.9668554663658142,0.9751196106274923
bbj,0.979620099067688,0.9899271726608276,,0.9446028470993042,0.9713833729426066
xho,0.9734552502632141,0.976621687412262,,0.9617311358451843,0.9706026911735535
yor,0.9763634204864502,,,0.9421200752258301,0.9592417478561401
