,ORG,PER,DATE,LOC,Mean
zul,0.9999321699142456,0.9997937083244324,0.9999241828918457,0.9999009966850281,0.9999171415651877
kin,0.9998825788497925,0.9998246431350708,0.9999043345451355,0.9999455213546753,0.999909454599766
sna,0.9999273419380188,0.9997773766517639,0.9998979568481445,0.9998666644096375,0.9998954321768653
hau,0.9998887181282043,0.999792754650116,0.99989253282547,0.9999075531959534,0.9998946379175963
xho,0.9998989701271057,0.9997836947441101,0.9999513626098633,0.999828577041626,0.9998912490571891
lug,0.9999173879623413,0.9998183250427246,0.9998539686203003,0.9998444318771362,0.9998710853221222
twi,0.9998502731323242,0.9997880458831787,0.9998151063919067,0.999887228012085,0.9998498798355343
ibo,0.9997706413269043,0.9997954368591309,0.9999036192893982,0.9998753666877747,0.9998490184623738
nya,0.9997919797897339,0.9998290538787842,0.9998448491096497,0.999903678894043,0.9998465558988215
mos,0.99984210729599,0.9997813701629639,0.9998070597648621,0.9998765587806702,0.9998409552524096
bam,0.9998031258583069,0.9997332692146301,0.9998319745063782,0.9998802542686462,0.9998367951298011
luo,0.9997047781944275,0.9998023509979248,0.9998567700386047,0.9998917579650879,0.9998175259337337
wol,0.9997308254241943,0.9998073577880859,0.999840497970581,0.9998468160629272,0.999806067136329
swa,0.99967360496521,0.9997990131378174,0.9998044967651367,0.9998630881309509,0.9997806897939346
tsn,0.9996302723884583,0.9997801184654236,0.9998713731765747,0.9998316764831543,0.9997778109365248
fon,0.9997828602790833,0.9997714161872864,0.999685525894165,0.9998482465744019,0.9997721984004724
bbj,0.999715268611908,0.9997779726982117,0.9997629523277283,0.9998035430908203,0.9997608617847673
yor,0.999843180179596,0.9997445344924927,0.9997437000274658,0.9996325373649597,0.9997398803240358
ewe,0.9997348189353943,0.9997718334197998,0.9995639324188232,0.9998185634613037,0.9997068119487111
pcm,0.9996097683906555,0.9997491836547852,0.9994450807571411,0.9997872710227966,0.999616168302501
