,ORG,PER,DATE,LOC,Mean
kin,0.9819389581680298,0.9420242309570312,0.9766269326210022,0.9850250482559204,0.9805800860009481
xho,0.9781190156936646,0.9367733001708984,0.9843640923500061,0.9744822382926941,0.9783236432889002
zul,0.9862794876098633,0.9513009190559387,0.9782302379608154,0.9658583402633667,0.9763879625816044
nya,0.9793907999992371,0.9510197043418884,0.9747337102890015,0.9758636951446533,0.9762589078875664
sna,0.9842064380645752,0.9408325552940369,0.9717927575111389,0.9719513654708862,0.9754299618440663
lug,0.9838317036628723,0.9518412351608276,0.9660186171531677,0.9747210741043091,0.9744946765774504
ibo,0.9663360118865967,0.9410083293914795,0.9796934723854065,0.9709186553955078,0.9718230116398628
luo,0.9659721255302429,0.9391005039215088,0.9757219552993774,0.9723784923553467,0.9708495398206035
hau,0.9708378911018372,0.9444948434829712,0.9741218090057373,0.9682907462120056,0.9706647633880455
twi,0.975498616695404,0.9473016262054443,0.9626240134239197,0.9739909768104553,0.9703359858883335
mos,0.9749947786331177,0.9365232586860657,0.9531518220901489,0.9626886248588562,0.9631851515744928
wol,0.9679079055786133,0.9505138993263245,0.9573083519935608,0.9640834927558899,0.9629017117768135
tsn,0.9506725072860718,0.9367508292198181,0.9753691554069519,0.9513077735900879,0.9587642638076321
yor,0.9671751260757446,0.9420974254608154,0.9587437510490417,0.947503387928009,0.9575600201689353
swa,0.95392906665802,0.9458951354026794,0.9600141048431396,0.9574404954910278,0.9569509952399987
ewe,0.9687433242797852,0.9399893283843994,0.944555938243866,0.9554479718208313,0.9559930190639546
bam,0.9362841844558716,0.9267213940620422,0.9636890292167664,0.9644816517829895,0.9543758177068915
bbj,0.9625041484832764,0.9388359785079956,0.9549868106842041,0.9434866905212402,0.9534257797431445
fon,0.9621663093566895,0.9243220090866089,0.9269281029701233,0.9551404714584351,0.9477041798626656
pcm,0.939803957939148,0.9347591400146484,0.9111842513084412,0.9478800892829895,0.9329844938488457
