,LOC,PER,DATE,ORG,Mean
sna,0.987260639667511,0.9450017809867859,,0.9837610721588135,0.9839528145698401
hau,0.9853797554969788,0.9482759833335876,,0.9845457077026367,0.9835517028203378
nya,0.9765973687171936,0.9629777073860168,,0.9811410903930664,0.9782580171640103
twi,0.9794787764549255,0.945868730545044,,0.9794284105300903,0.9781618679945285
mos,0.9860228300094604,0.9468359351158142,,0.9712742567062378,0.9774249815023862
xho,0.9791014790534973,0.9391371607780457,,0.9783155918121338,0.9771865594845551
wol,0.9826529026031494,0.9536343812942505,,0.9719879031181335,0.9764094020311649
kin,0.9766353368759155,0.9483664631843567,,0.9741589426994324,0.9743574983798541
lug,0.9657720923423767,0.9555644989013672,,0.9840743541717529,0.9741786569356918
tsn,0.9760076403617859,0.9579208493232727,,0.9713761806488037,0.9730853312290632
ibo,0.982047438621521,0.9574503898620605,,0.9643189907073975,0.9725781060182132
fon,0.9774021506309509,0.9359030723571777,,0.9706065654754639,0.9725389239879755
zul,0.9622306227684021,0.9550655484199524,,0.9766569137573242,0.9688907598073666
luo,0.9811723828315735,0.9589730501174927,,0.957086443901062,0.9687387840105937
ewe,0.9672919511795044,0.9432840347290039,,0.9662740230560303,0.9658791812566611
yor,0.9567639827728271,0.9507869482040405,,0.9603538513183594,0.958259995167072
bam,0.9750661849975586,0.9420395493507385,,0.942391037940979,0.95808672446471
bbj,0.9516478180885315,0.944930374622345,,0.9605541229248047,0.9556713322034249
pcm,0.9472384452819824,0.9398506283760071,,0.9582346677780151,0.9522409439086914
swa,0.9572164416313171,0.9427155256271362,,0.9360144138336182,0.9464654314976472
