,LOC,ORG,PER,DATE,Mean
kin,0.9999861717224121,0.9999857544898987,0.999987781047821,0.9999716281890869,0.9999828338623047
lug,0.9999825358390808,0.9999858140945435,0.9999898076057434,0.9999634027481079,0.9999803900718689
nya,0.9999754428863525,0.999988853931427,0.9999638795852661,0.9999802112579346,0.9999770969152451
sna,0.9999918937683105,0.9999693036079407,0.9999530911445618,0.99997478723526,0.9999722689390182
tsn,0.999972403049469,0.9999598860740662,0.9999733567237854,0.9999606609344482,0.9999665766954422
pcm,0.9999263286590576,0.9999514818191528,0.9999728798866272,0.9999268651008606,0.9999443888664246
xho,0.9999819993972778,0.9999523758888245,0.9998612403869629,0.9999817609786987,0.999944344162941
bbj,0.9999271631240845,0.999955952167511,0.9999718070030212,0.9999013543128967,0.9999390691518784
zul,0.9999337196350098,0.9999820590019226,0.9999598860740662,0.9998707175254822,0.9999365955591202
twi,0.999940037727356,0.999934732913971,0.9999650716781616,0.9998726844787598,0.9999281316995621
luo,0.9999460577964783,0.9999481439590454,0.9998926520347595,0.999910295009613,0.9999242871999741
swa,0.9999111890792847,0.9999262094497681,0.9999281764030457,0.9998766183853149,0.9999105483293533
yor,0.999912440776825,0.9999364614486694,0.9999337792396545,0.9997982382774353,0.9998952299356461
mos,0.9999585151672363,0.9999357461929321,0.999893307685852,0.9997619390487671,0.9998873770236969
wol,0.9998271465301514,0.99993497133255,0.9999091029167175,0.9998655319213867,0.9998841881752014
ibo,0.999866247177124,0.9998294115066528,0.9999690055847168,0.9998629689216614,0.9998819082975388
ewe,0.9999161958694458,0.999869704246521,0.9998660683631897,0.9998319745063782,0.9998709857463837
hau,0.9999178051948547,0.9998973608016968,0.9998890161514282,0.9997177124023438,0.9998554736375809
bam,0.9997395277023315,0.9997450709342957,0.9999099969863892,0.9996197819709778,0.9997535943984985
fon,0.9997345209121704,0.9998096227645874,0.9997288584709167,0.9996699094772339,0.9997357279062271
