,DATE,ORG,PER,LOC,Mean
kin,0.9836550354957581,0.9870749115943909,0.8941874504089355,0.966489851474762,0.9774088384279238
twi,0.9767293930053711,0.9895033836364746,0.9002771973609924,0.9663482308387756,0.976012300432118
luo,0.9806516170501709,0.9799304604530334,0.9019358158111572,0.9675542712211609,0.9745923195009917
ibo,0.9881805777549744,0.9864712357521057,0.9038811922073364,0.9489607214927673,0.9731520936380025
nya,0.9805793166160583,0.9852659106254578,0.8940036296844482,0.9577940702438354,0.9729671618517708
zul,0.9839997291564941,0.9851668477058411,0.8993127942085266,0.953667163848877,0.9728080092691908
sna,0.9882179498672485,0.9854007363319397,0.8990747332572937,0.9479666352272034,0.9723953612489638
tsn,0.9858606457710266,0.978448748588562,0.901013970375061,0.9537723064422607,0.971288411445867
xho,0.9857802391052246,0.9798322916030884,0.9004958271980286,0.9423846006393433,0.9679826408429862
ewe,0.9648886322975159,0.982080340385437,0.9088821411132812,0.9568679928779602,0.9667875470678791
wol,0.9814545512199402,0.978411853313446,0.8941346406936646,0.9432553052902222,0.9662646366879831
lug,0.9686963558197021,0.9592852592468262,0.8956313133239746,0.972316563129425,0.9653712604560104
yor,0.9737732410430908,0.9829347133636475,0.8912447690963745,0.9336589574813843,0.9620397379195768
mos,0.9563763737678528,0.981376588344574,0.9038923978805542,0.9478141665458679,0.9607191740297804
bbj,0.9662743806838989,0.9815531969070435,0.9042983651161194,0.934102475643158,0.9595385474317214
bam,0.9704225659370422,0.9658733010292053,0.8827992081642151,0.9468777179718018,0.9595233782444125
fon,0.9632538557052612,0.9805341958999634,0.9020286202430725,0.9328736662864685,0.9577723644138162
swa,0.9338333606719971,0.967692494392395,0.8921462893486023,0.9666984677314758,0.9548212745610405
pcm,0.9304497241973877,0.9695568680763245,0.8944844603538513,0.9595996737480164,0.9520507626284181
hau,0.9588087797164917,0.9726322293281555,0.9004510045051575,0.9137598872184753,0.9474601165141935
