,LOC,PER,DATE,ORG,Mean
xho,0.9997460246086121,0.999211847782135,0.9998301863670349,0.999775767326355,0.9997749826100868
lug,0.9998065829277039,0.9996457099914551,0.9996348023414612,0.9998525381088257,0.9997627681947443
zul,0.9996219277381897,0.9995967745780945,0.9996596574783325,0.9998037219047546,0.9996935539045358
nya,0.9998074769973755,0.9996498227119446,0.9993674755096436,0.9998058080673218,0.9996600892600112
tsn,0.9996276497840881,0.9994150400161743,0.9996514916419983,0.999667763710022,0.9996452844674819
hau,0.999710738658905,0.9995291233062744,0.9994813203811646,0.9996850490570068,0.9996241817637066
luo,0.9997702240943909,0.9992537498474121,0.9996423721313477,0.9994429349899292,0.9996127661444697
kin,0.9998223781585693,0.9993994832038879,0.9992213845252991,0.9997754096984863,0.9996031324068705
ibo,0.9996473789215088,0.9995294213294983,0.9996188282966614,0.9994494915008545,0.9995712306242915
swa,0.9996690154075623,0.9994437098503113,0.9994052052497864,0.999595582485199,0.9995548232333866
wol,0.9995157718658447,0.9994081854820251,0.9995201230049133,0.9995571970939636,0.9995290960852555
twi,0.9994835257530212,0.9995467662811279,0.9993770718574524,0.9996434450149536,0.9995020627975464
sna,0.9997028708457947,0.9994129538536072,0.998876690864563,0.9998265504837036,0.9994678261086071
mos,0.9995822906494141,0.9994016885757446,0.9991326928138733,0.9996523857116699,0.9994549377383836
bam,0.9993375539779663,0.9994587898254395,0.9994759559631348,0.9994933605194092,0.9994359883110667
ewe,0.9994747042655945,0.9993398189544678,0.9993410110473633,0.9994743466377258,0.999428600151082
bbj,0.9992509484291077,0.999183177947998,0.9987453818321228,0.9992140531539917,0.9990719081222854
fon,0.9993963837623596,0.9989301562309265,0.9979135990142822,0.9994891881942749,0.9989330113090555
pcm,0.9991118311882019,0.9989339709281921,0.9988141059875488,0.9987695217132568,0.998899045109436
yor,0.9987633228302002,0.9989368915557861,0.9983513951301575,0.9989164471626282,0.9986811469546141
