,DATE,PER,LOC,ORG
bam,,0.958299994468689,0.955639123916626,0.7938556671142578
bbj,,0.9657070636749268,0.8525385856628418,0.8936487436294556
ewe,,0.9572134017944336,0.9366624355316162,0.9157795906066895
fon,,0.954048216342926,0.9228561520576477,0.9303249716758728
hau,,0.933548092842102,0.9241131544113159,0.8627967834472656
ibo,,0.9520353674888611,0.8878430128097534,0.9322495460510254
kin,,0.9577124118804932,0.9512448310852051,0.9360650181770325
lug,,0.9406371116638184,0.9449543356895447,0.8814865946769714
luo,,0.9402391314506531,0.9621720910072327,0.8683186173439026
mos,,0.9557514190673828,0.9097742438316345,0.8965638279914856
nya,,0.9723512530326843,0.9229984283447266,0.9236884117126465
pcm,,0.9706708192825317,0.9339188933372498,0.9082098603248596
sna,,0.9350467920303345,0.9244517683982849,0.907609760761261
swa,,0.9663877487182617,0.9626134634017944,0.8516421914100647
tsn,,0.9429816007614136,0.9432533383369446,0.9301245808601379
twi,,0.9737993478775024,0.9613587260246277,0.9442923665046692
wol,,0.9609251022338867,0.8970122337341309,0.9326688647270203
xho,,0.891207754611969,0.8929679989814758,0.8956246376037598
yor,,,0.8073819875717163,0.8697792291641235
zul,,0.914795458316803,0.9459365010261536,0.9161533713340759
