,DATE,PER,LOC,ORG
bam,,0.9995156526565552,0.9993742108345032,0.9992815852165222
bbj,,0.9988563656806946,0.9972814321517944,0.9997034072875977
ewe,,0.9980356693267822,0.9985299110412598,0.9997697472572327
fon,,0.9976584315299988,0.9987791180610657,0.9996216297149658
hau,,0.9982928037643433,0.9992270469665527,0.9994943737983704
ibo,,0.9995380640029907,0.9981242418289185,0.9996412396430969
kin,,0.9993236064910889,0.9991946220397949,0.9998733997344971
lug,,0.9990806579589844,0.99981689453125,0.9992734789848328
luo,,0.9995170831680298,0.999752938747406,0.9996740818023682
mos,,0.9968264102935791,0.9989906549453735,0.9997129440307617
nya,,0.999718189239502,0.998954713344574,0.9992983341217041
pcm,,0.9994954466819763,0.9995307326316833,0.999112606048584
sna,,0.9995566010475159,0.9980016350746155,0.9984562397003174
swa,,0.9992331862449646,0.9997435212135315,0.9991973638534546
tsn,,0.9983645081520081,0.9989823698997498,0.9987035393714905
twi,,0.9990012645721436,0.9997542500495911,0.9997974038124084
wol,,0.9988079071044922,0.9978139400482178,0.9986408948898315
xho,,0.9987859725952148,0.998081386089325,0.9982384443283081
yor,,0.998883068561554,0.9974806308746338,0.9984709024429321
zul,,0.998473584651947,0.9991053938865662,0.9992607831954956
