,ORG,DATE,PER,LOC
bam,0.9805185198783875,,0.968774676322937,0.9873794317245483
bbj,0.9807055592536926,,0.9794982671737671,0.9534987211227417
ewe,0.981552243232727,,0.9717454314231873,0.984839677810669
fon,0.9865461587905884,,0.9735327959060669,0.978690505027771
hau,0.9803692102432251,,0.9751798510551453,0.9833745360374451
ibo,0.987959623336792,,0.9788030385971069,0.9846750497817993
kin,0.9778156876564026,,0.9671529531478882,0.9840492606163025
lug,0.9844159483909607,,0.9678156971931458,0.979881763458252
luo,0.9755983948707581,,0.9823474287986755,0.9826033115386963
mos,0.9817870259284973,,0.9760226607322693,0.9816300868988037
nya,0.9830250144004822,,0.9745950102806091,0.9758813381195068
pcm,0.9760372042655945,,0.9761785864830017,0.9885385632514954
sna,0.9793317317962646,,0.979010820388794,0.9871728420257568
swa,0.9753006100654602,,0.9769341945648193,0.9790851473808289
tsn,0.9811006188392639,,0.9777301549911499,0.9847819805145264
twi,0.989417314529419,,0.9789218306541443,0.9784228801727295
wol,0.9758871793746948,,0.9803031086921692,0.9846680164337158
xho,0.9819545745849609,,0.972375750541687,0.9804006814956665
yor,0.9842002987861633,,0.9514040350914001,0.9336307644844055
zul,0.9875467419624329,,0.9761068820953369,0.9793715476989746
