,DATE,PER,LOC,ORG,Mean
luo,0.9893150329589844,0.9812865853309631,0.9927351474761963,0.9895155429840088,0.9903764696571771
twi,0.9807553291320801,0.9796589016914368,0.9930943250656128,0.9920487999916077,0.9884914965454362
kin,0.979969322681427,0.9745061993598938,0.9956623911857605,0.9892621636390686,0.988080766100896
tsn,0.9911149740219116,0.9799182415008545,0.9906859397888184,0.9826725125312805,0.9880280518156337
zul,0.9895123243331909,0.9782183170318604,0.9838215112686157,0.989098310470581,0.9873315699770069
sna,0.9932551383972168,0.979915201663971,0.9780763983726501,0.9877838492393494,0.9862701166958947
ibo,0.9919919967651367,0.9788894057273865,0.9733397960662842,0.9907721281051636,0.9852659489539038
nya,0.9806751608848572,0.9764293432235718,0.9884060621261597,0.9842649102210999,0.9843224218198321
swa,0.9753072261810303,0.9788152575492859,0.9937719702720642,0.9833754301071167,0.9840675062081945
xho,0.9954913854598999,0.9806672930717468,0.9727128148078918,0.9830978512763977,0.9837185307124782
hau,0.9939635992050171,0.9790048003196716,0.9723559617996216,0.9813153147697449,0.982489208067496
bam,0.9725724458694458,0.9693962335586548,0.9839010238647461,0.9803308844566345,0.9787845713259979
lug,0.9505137205123901,0.9767157435417175,0.9940452575683594,0.9861379265785217,0.9768960827917564
wol,0.9695959091186523,0.980614960193634,0.9762030243873596,0.981989860534668,0.9760033832447422
ewe,0.9459666013717651,0.9777108430862427,0.9910528659820557,0.9877402186393738,0.9749638472642173
pcm,0.9388530850410461,0.9812896847724915,0.9911296367645264,0.9854219555854797,0.9719509784318018
fon,0.9672446846961975,0.9740578532218933,0.9638400077819824,0.9845414161682129,0.9719097393704211
mos,0.9464775323867798,0.9768766164779663,0.9730592966079712,0.9890782237052917,0.9696539141374623
yor,0.9648774862289429,0.9554045796394348,0.9485042095184326,0.9847508668899536,0.9658766346653616
bbj,0.9530090093612671,0.9794982671737671,0.9495781064033508,0.9751291871070862,0.9595578148609071
